stock_name,symbol,industry,index,sector
Navin Fluo.Intl.,NAVINFLUOR,Specialty Chemicals,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
Neogen Chemicals,NEOGEN,Specialty Chemicals,NIFTY MICROCAP 250,Chemicals
Pidilite Inds.,PIDILITIND,Specialty Chemicals,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Chemicals
Privi Speci.,PRIVISCL,Specialty Chemicals,NA,Chemicals
Styrenix Perfor.,STYRENIX,Specialty Chemicals,NA,Chemicals
Vinati Organics,VINATIORGA,Specialty Chemicals,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Chemicals
Bihar Sponge,500058,Sponge Iron,,
Chaman Metallics,CMNL,Sponge Iron,,
KIOCL,KIOCL,Sponge Iron,NA,Metals & Mining
S.A.L Steel,SALSTEEL,Sponge Iron,NA,Metals & Mining
Shri Hare-Krish.,SHKSIL,Sponge Iron,,
Vaswani Industri,VASWANI,Sponge Iron,NA,Metals & Mining
Vraj Iron,VRAJ,Sponge Iron,NA,Metals & Mining
Gala Global,BENGALASM,Stationary,,
Alkosign,ALKOSIGN,Stationary,,
Doms Industries,DOMS,Stationary,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
Flair Writing,FLAIR,Stationary,NA,FMCG
Kokuyo Camlin,KOKUYOCMLN,Stationary,NA,FMCG
Linc,LINC,Stationary,NA,FMCG
Sundaram Multi.,SUNDARAM,Stationary,NA,Forest Materials
Vasa Retail,VASA,Stationary,,
360 ONE,360ONE,Stockbroking & Allied,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Shardul Sec.,SHARDUL,Stockbroking & Allied,,
Systematix Corp.,526506,Stockbroking & Allied,,
Swastika Investm,SWASTIKA,Stockbroking & Allied,,
Pune e,SHPLPUNE,Stockbroking & Allied,,
Rikhav Securitie,RIKHAV,Stockbroking & Allied,,
5paisa Capital,5PAISA,Stockbroking & Allied,NA,Financial Services
Almondz Global,ALMONDZ,Stockbroking & Allied,NA,Financial Services
Angel One,ANGELONE,Stockbroking & Allied,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Arihant Capital,ARIHANTCAP,Stockbroking & Allied,NA,Financial Services
Anand Rathi Shar,ARSSBL,Stockbroking & Allied,NA,Financial Services
Adit.Birla Money,BIRLAMONEY,Stockbroking & Allied,NA,Financial Services
Dam Capital Advi,DAMCAPITAL,Stockbroking & Allied,NA,Financial Services
Dolat Algotech,DOLATALGO,Stockbroking & Allied,NA,Financial Services
Emk.Global Fin.,EMKAY,Stockbroking & Allied,NA,Financial Services
Geojit Fin. Ser.,GEOJITFSL,Stockbroking & Allied,NA,Financial Services
IIFL Capital,IIFLCAPS,Stockbroking & Allied,NIFTY MICROCAP 250,Financial Services
Indo Thai Sec.,INDOTHAI,Stockbroking & Allied,NA,Financial Services
Keynote Finan.,KEYFINSERV,Stockbroking & Allied,NA,Financial Services
Master Trust,MASTERTR,Stockbroking & Allied,NA,Financial Services
Monarch Networth,MONARCH,Stockbroking & Allied,NA,Financial Services
Motil.Oswal.Fin.,MOTILALOFS,Stockbroking & Allied,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Nuvama Wealth,NUVAMA,Stockbroking & Allied,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Share India Sec.,SHAREINDIA,Stockbroking & Allied,NIFTY MICROCAP 250,Financial Services
SMC Global Sec.,SMCGLOBAL,Stockbroking & Allied,NA,Financial Services
Indian Sucrose,INDIANACRY,Sugar,,
Avadh Sugar,AVADHSUGAR,Sugar,NA,FMCG
Bajaj Hindusthan,BAJAJHIND,Sugar,NIFTY MICROCAP 250,FMCG
Balrampur Chini,BALRAMCHIN,Sugar,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY FMCG",FMCG
Bannari Amm.Sug.,BANARISUG,Sugar,NA,Diversified
Dalmia Bharat,DALMIASUG,Sugar,NA,FMCG
Dhampur Bio,DBOL,Sugar,NA,FMCG
DCM Shriram Inds,DCMSRIND,Sugar,NA,FMCG
Dhampur Sugar,DHAMPURSUG,Sugar,NA,FMCG
Dwarikesh Sugar,DWARKESH,Sugar,NA,FMCG
KCP Sugar &Inds.,KCPSUGIND,Sugar,NA,FMCG
KM Sugar Mills,KMSUGAR,Sugar,NA,FMCG
Kothari Sugars,KOTARISUG,Sugar,NA,FMCG
Magadh Sugar,MAGADSUGAR,Sugar,NA,FMCG
Mawana Sugars,MAWANASUG,Sugar,NA,FMCG
M.V.K. Agro,MVKAGRO,Sugar,,
Ponni Sug.Erode,PONNIERODE,Sugar,NA,FMCG
Rana Sugars,RANASUG,Sugar,NA,FMCG
Sh.Renuka Sugar,RENUKA,Sugar,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
Sakthi Sugars,SAKHTISUG,Sugar,NA,FMCG
Triven.Engg.Ind.,TRIVENI,Sugar,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
Ugar Sugar Works,UGARSUGAR,Sugar,NA,FMCG
Uttam Sug.Mills,UTTAMSUGAR,Sugar,NA,FMCG
Vishwaraj Sugar,VISHWARAJ,Sugar,NA,FMCG
Zuari Industries,ZUARIIND,Sugar,NA,Realty
Hathway Bhawani,HATHWAYB,TV Broadcasting & Software Production,,
Perfect-Octave,OCTAVE,TV Broadcasting & Software Production,,
Sea TV Network,SEATV,TV Broadcasting & Software Production,,
Colorchips New,REFEXRENEW,TV Broadcasting & Software Production,,
Crystal Business,STAL,TV Broadcasting & Software Production,,
BAG Films,BAGFILMS,TV Broadcasting & Software Production,NA,Media Entertainment & Publication
Den Networks,DEN,TV Broadcasting & Software Production,"NIFTY MICROCAP 250,NIFTY MEDIA",Telecommunication
Dish TV India,DISHTV,TV Broadcasting & Software Production,"NIFTY MICROCAP 250,NIFTY MEDIA",Media Entertainment & Publication
GTPL Hathway,GTPL,TV Broadcasting & Software Production,NA,Telecommunication
Hathway Cable,HATHWAY,TV Broadcasting & Software Production,"NIFTY MICROCAP 250,NIFTY MEDIA",Telecommunication
NDTV,NDTV,TV Broadcasting & Software Production,NA,Media Entertainment & Publication
Ortel Commu.,ORTEL,TV Broadcasting & Software Production,NA,Media Entertainment & Publication
Raj Television,RAJTV,TV Broadcasting & Software Production,NA,Media Entertainment & Publication
Sri Adhik. Bros.,SABTNL,TV Broadcasting & Software Production,NA,Media Entertainment & Publication
Siti Networks,SITINET,TV Broadcasting & Software Production,NA,Telecommunication
Sun TV Network,SUNTV,TV Broadcasting & Software Production,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY MEDIA",Media Entertainment & Publication
T.V. Today Netw.,TVTODAY,TV Broadcasting & Software Production,NA,Media Entertainment & Publication
TV Vision,TVVISION,TV Broadcasting & Software Production,NA,Media Entertainment & Publication
Zee Entertainmen,ZEEL,TV Broadcasting & Software Production,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY MEDIA",Media Entertainment & Publication
Zee Media,ZEEMEDIA,TV Broadcasting & Software Production,NA,Media Entertainment & Publication
Goodricke Group,GOODRICKE,Tea & Coffee,,
B & A,BENGALASM,Tea & Coffee,,
Warren Tea,WARRENTEA,Tea & Coffee,,
Neelamalai Agro,CIANAGRO,Tea & Coffee,,
Tyroon Tea Co.,ABATEAS,Tea & Coffee,,
Terai Tea Co,KANCOTEA,Tea & Coffee,,
Diana Tea Co,DIANATEA,Tea & Coffee,,
Bengal Tea & Fab,532230,Tea & Coffee,,
Shri Vasuprada,SHRIGANG,Tea & Coffee,,
James Warren Tea,JAMESWARREN,Tea & Coffee,,
Kanco Tea,KANCOTEA,Tea & Coffee,,
Indong Tea Co,KANCOTEA,Tea & Coffee,,
Andrew Yule & Co,ANDREWYU,Tea & Coffee,,
CCL Products,CCL,Tea & Coffee,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
Dhunseri Tea,DTIL,Tea & Coffee,NA,FMCG
Ganges Securitie,GANGESSECU,Tea & Coffee,NA,Financial Services
Gillanders Arbut,GILLANDERS,Tea & Coffee,NA,Diversified
Grob Tea Co,GROBTEA,Tea & Coffee,NA,FMCG
Jay Shree Tea,JAYSREETEA,Tea & Coffee,NA,FMCG
Mcleod Russel,MCLEODRUSS,Tea & Coffee,NA,FMCG
Norben Tea,NORBTEAEXP,Tea & Coffee,NA,FMCG
Peria Kara. Tea,PKTEA,Tea & Coffee,NA,FMCG
Rossell India,ROSSELLIND,Tea & Coffee,NA,FMCG
Tata Consumer,TATACONSUM,Tea & Coffee,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FMCG",FMCG
United Nilgiri,UNITEDTEA,Tea & Coffee,NA,FMCG
Punjab Commun.,500346,Telecom -  Equipment & Accessories,,
Clenon Enterpri,CLENON,Telecom -  Equipment & Accessories,,
ADC India,ADCINDIA,Telecom -  Equipment & Accessories,,
Valiant Commun.,VALIANT,Telecom -  Equipment & Accessories,,
Telogica,LOGICA,Telecom -  Equipment & Accessories,,
Aksh Optifibre,AKSHOPTFBR,Telecom -  Equipment & Accessories,NA,Telecommunication
Birla Cable,BIRLACABLE,Telecom -  Equipment & Accessories,NA,Information Technology
Frog Cellsat,FROG,Telecom -  Equipment & Accessories,,
ITI,ITI,Telecom -  Equipment & Accessories,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Telecommunication
Kavveri Defence,KAVDEFENCE,Telecom -  Equipment & Accessories,NA,Telecommunication
Optiemus Infra.,OPTIEMUS,Telecom -  Equipment & Accessories,NIFTY MICROCAP 250,Telecommunication
Sterlite Tech.,STLTECH,Telecom -  Equipment & Accessories,NIFTY MICROCAP 250,Information Technology
Tejas Networks,TEJASNET,Telecom -  Equipment & Accessories,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Telecommunication
T N Telecom.,TNTELE,Telecom -  Equipment & Accessories,NA,Telecommunication
Umiya Buildcon,UMIYA-MRO,Telecom -  Equipment & Accessories,NA,Information Technology
Quadrant Tele.,QUADRANT,Telecom - Cellular & Fixed line services,,
City Online Ser.,CITYONLINE,Telecom - Cellular & Fixed line services,,
Bharti Airtel,BHARTIARTL,Telecom - Cellular & Fixed line services,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Telecommunication
Bharti Hexacom,BHARTIHEXA,Telecom - Cellular & Fixed line services,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Telecommunication
Vodafone Idea,IDEA,Telecom - Cellular & Fixed line services,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Telecommunication
M T N L,MTNL,Telecom - Cellular & Fixed line services,NA,Telecommunication
Reliance Communi,RCOM,Telecom - Cellular & Fixed line services,NA,Telecommunication
Tata Comm,TATACOMM,Telecom - Cellular & Fixed line services,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Telecommunication
Tata Tele. Mah.,TTML,Telecom - Cellular & Fixed line services,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Telecommunication
Altius Telecom,ALTIUSINVIT,Telecom - Infrastructure,,
Bondada Engineer,BONDADA,Telecom - Infrastructure,,
GTL Infra.,GTLINFRA,Telecom - Infrastructure,NA,Telecommunication
HFCL,HFCL,Telecom - Infrastructure,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Telecommunication
Indus Towers,INDUSTOWER,Telecom - Infrastructure,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Telecommunication
Kore Digital,KDL,Telecom - Infrastructure,,
Rama Telecom,RTL,Telecom - Infrastructure,,
Sar Televenture,SARTELE,Telecom - Infrastructure,,
Suyog Telematics,SUYOG,Telecom - Infrastructure,NA,Telecommunication
Vindhya Telelink,VINDHYATEL,Telecom - Infrastructure,NA,Telecommunication
Intl. Travel Hse,MEHSECU,Tour,,
Yaan Enterprises,DHYAANITR,Tour,,
Sailani Tours N,SAILANI,Tour,,
Travels & Rent.,544242,Tour,,
Naturewings Hol.,544245,Tour,,
Landmark Global,SVGLOBAL,Tour,,
LGT Business,544489,Tour,,
BLS Internat.,BLS,Tour,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Services
DU Digital,DUGLOBAL,Tour,,
Easy Trip Plann.,EASEMYTRIP,Tour,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Consumer Services
I R C T C,IRCTC,Tour,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Consumer Services
Le Travenues,IXIGO,Tour,NIFTY MICROCAP 250,Consumer Services
TBO Tek,TBOTEK,Tour,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Consumer Services
Thomas Cook (I),THOMASCOOK,Tour,NIFTY MICROCAP 250,Consumer Services
TSC India,TSC,Tour,,
Winny Immigratio,WINNY,Tour,,
Yatra Online,YATRA,Tour,NA,Consumer Services
Escorts Kubota,ESCORTS,Tractors,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Capital Goods
Indo Farm Equip.,INDOFARM,Tractors,NA,Auto
VST Till. Tract.,VSTTILLERS,Tractors,NA,Capital Goods
TCC Concept,512038,Trading & Distributors,,
Veritas (India),VERITAS,Trading & Distributors,,
Riddhi Siddhi Gl,ACGL,Trading & Distributors,,
BN Agrochem,BNAGROCHEM,Trading & Distributors,,
Sicagen India,ADCINDIA,Trading & Distributors,,
Balgopal Commer.,BALGOPAL,Trading & Distributors,,
Polo Queen Ind.,POLOHOT,Trading & Distributors,,
Mehai Technology,MEHAI,Trading & Distributors,,
Yamuna Syndicate,540980,Trading & Distributors,,
Northern Spirits,542628,Trading & Distributors,,
Parshva Enterpr.,PARSHVA,Trading & Distributors,,
Sunrise Efficie.,543515,Trading & Distributors,,
Creative Newtech,CREATIVE,Trading & Distributors,NA,Information Technology
HP Telecom,HPTL,Trading & Distributors,,
Kothari Products,KOTHARIPRO,Trading & Distributors,NA,Capital Goods
MMTC,MMTC,Trading & Distributors,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Metals & Mining
MSTC,MSTCLTD,Trading & Distributors,NIFTY MICROCAP 250,Consumer Services
Oswal Agro Mills,OSWALAGRO,Trading & Distributors,NA,Services
Redington,REDINGTON,Trading & Distributors,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Information Technology
Sakuma Exports,SAKUMA,Trading & Distributors,NA,FMCG
Shiv Aum Steels,SHIVAUM,Trading & Distributors,,
Spacenet Enterpr,SPCENET,Trading & Distributors,NA,Financial Services
S T C,STCINDIA,Trading & Distributors,NA,Capital Goods
Vikas Lifecare,VIKASLIFE,Trading & Distributors,NA,Chemicals
Vintage Coffee,VINCOFE,Trading & Distributors,NA,FMCG
India Motor Part,IMPAL,Trading - Auto components,NA,Auto
Jullundur Motor,JMA,Trading - Auto components,NA,Auto
Mysore Petro,KGPETRO,Trading - Chemicals,,
Evexia Lifecare,EVEXIA,Trading - Chemicals,,
Laffans Petroch,LAFFANSQ,Trading - Chemicals,,
CHD Chemicals,CHDCHEM,Trading - Chemicals,,
Yash Chemex,YASHHV,Trading - Chemicals,,
A-1,542012,Trading - Chemicals,,
Patron Exim,MKEXIM,Trading - Chemicals,,
Shiv Texchem,SHIVTEXCHEM,Trading - Chemicals,,
Citichem India,ADCINDIA,Trading - Chemicals,,
Dhariwalcorp,DHARIWAL,Trading - Chemicals,,
Shankar Lal Ram.,SRD,Trading - Chemicals,NA,Chemicals
Uniphos Enter.,UNIENTER,Trading - Chemicals,NA,Chemicals
Vinyl Chemicals,VINYLINDIA,Trading - Chemicals,NA,Chemicals
Aegis Logistics,AEGISLOG,Trading - Gas,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS",Services
La Tim Metal & I,LATIMMETAL,Trading - Metals,,
Emergent Indust.,EMERGENT,Trading - Metals,,
ABans Enterprise,ABANSENT,Trading - Metals,,
RR Metalmakers,META,Trading - Metals,,
Chennai Ferrous,539011,Trading - Metals,,
Ashoka Metcast,ASHOKAMET,Trading - Metals,NA,Metals & Mining
BMW Ventures,BMWVENTLTD,Trading - Metals,NA,Metals & Mining
Lloyds Enterpris,LLOYDSENT,Trading - Metals,NA,Metals & Mining
Mangalam World.,MWL,Trading - Metals,NA,Metals & Mining
Nupur Recyclers,NRL,Trading - Metals,NA,Metals & Mining
SG Mart,SGMART,Trading - Metals,NA,Construction
LS Industries,WELSPLSOL,Trading - Minerals,,
Starlineps Enter,VAPIENTER,Trading - Minerals,,
Adani Enterp.,ADANIENT,Trading - Minerals,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY METAL",Capital Goods
Rajdarshan Inds,ARENTERP,Trading - Minerals,NA,Capital Goods
Sanblue Corp.,SANBLUE,Trading - Textile Products,,
Bhilwara Tech,SHILCTECH,Trading - Textile Products,,
Aarnav Fashions,AARNAV,Trading - Textile Products,,
Svarnim Trade Ud,BLUECLOUDS,Trading - Textile Products,,
Nivaka Fashions,NIVAKA,Trading - Textile Products,,
Anand Rayons,AANANDALAK,Trading - Textile Products,,
Vivaa Tradecom,VIVAA,Trading - Textile Products,,
Globale Tessile,GLOBALE,Trading - Textile Products,NA,Textiles
Heads UP Venture,HEADSUP,Trading - Textile Products,NA,Textiles
PDS,PDSL,Trading - Textile Products,NA,Textiles
SPL Industries,SPLIL,Trading - Textile Products,NA,Textiles
Blackbuck,BLACKBUCK,Transport Related Services,NA,Services
Kernex Microsys.,KERNEX,Transport Related Services,NA,Information Technology
Cochin Malabar,COCHINM,Tyres & Rubber Products,,
Indag Rubber,INDAG,Tyres & Rubber Products,,
M M Rubber,KAMAHOLD,Tyres & Rubber Products,,
V R Woodart,GHVINFRA,Tyres & Rubber Products,,
Vamshi Rubber,VAMSHIRU,Tyres & Rubber Products,,
Eastern Treads,531346,Tyres & Rubber Products,,
Tirupati Tyres,539040,Tyres & Rubber Products,,
Dolfin Rubbers,DOLFIN,Tyres & Rubber Products,,
Apollo Tyres,APOLLOTYRE,Tyres & Rubber Products,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY AUTO",Auto
Balkrishna Inds,BALKRISIND,Tyres & Rubber Products,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY AUTO",Auto
CEAT,CEATLTD,Tyres & Rubber Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Auto
Emerald Tyre,ETML,Tyres & Rubber Products,,
Goodyear India,GOODYEAR,Tyres & Rubber Products,,
Innovative Tyres,ITTL,Tyres & Rubber Products,,
JK Tyre & Indust,JKTYRE,Tyres & Rubber Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Auto
Modi Rubber,MODIRUBBER,Tyres & Rubber Products,NA,Auto
MRF,MRF,Tyres & Rubber Products,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY AUTO",Auto
Tolins Tyres,TOLINS,Tyres & Rubber Products,NA,Auto
TVS Srichakra,TVSSRICHAK,Tyres & Rubber Products,NA,Auto
Viaz Tyres,VIAZ,Tyres & Rubber Products,,
Eco Recyc.,ELITECON,Waste Management,,
EP Biocomposites,VOEPL,Waste Management,,
Organic Recyclin,ORGANICREC,Waste Management,,
Gem Enviro,GEMENVIRO,Waste Management,,
VVIP Infratech,VVIPIL,Waste Management,,
Antony Waste han,AWHCL,Waste Management,NA,Utilities
Concord Enviro,CEWATER,Waste Management,NA,Utilities
Effwa Infra,EFFWA,Waste Management,,
EMS,EMSLIMITED,Waste Management,NA,Utilities
Hi-Green Carbon,HIGREEN,Waste Management,,
Namo eWaste,NAMOEWASTE,Waste Management,,
Race Eco,RACE,Waste Management,NA,Utilities
Urban Enviro,URBAN,Waste Management,,
Z-Tech (India),ZTECH,Waste Management,,
Apex Ecotech,APEXECO,Water Supply & Management,,
Denta Water,DENTA,Water Supply & Management,NA,Utilities
Enviro Infra,EIEL,Water Supply & Management,NA,Utilities
Felix Industries,FELIX,Water Supply & Management,,
ION Exchange,IONEXCHANG,Water Supply & Management,NIFTY MICROCAP 250,Utilities
JITF Infra Logis,JITFINFRA,Water Supply & Management,NA,Utilities
Sattva Eng.,SATTVAENGG,Water Supply & Management,,
Va Tech Wabag,WABAG,Water Supply & Management,NIFTY MICROCAP 250,Utilities
Adcounty Media.,ADCOUNTY,Web based media and service,,
OnMobile Global,ONMOBILE,Web based media and service,NA,Information Technology
Pelatro,PELATRO,Web based media and service,,
Kaya Ltd,KAYA,Wellness,NA,FMCG
Lloyds Luxuries,LLOYDS,Wellness,,
Sizemasters Tech,SHILCTECH,Zinc,,
Hindustan Zinc,HINDZINC,Zinc,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY METAL",Metals & Mining
