stock_name,symbol,industry,index,sector
Gujarat Gas,GUJGASLTD,LPG/CNG/PNG/LNG Supplier,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
Indraprastha Gas,IGL,LPG/CNG/PNG/LNG Supplier,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
IRM Energy,IRMENERGY,LPG/CNG/PNG/LNG Supplier,NA,"Oil, Gas & Consumable fuels"
Kotyark Indust.,KOTYARK,LPG/CNG/PNG/LNG Supplier,,
Mahanagar Gas,MGL,LPG/CNG/PNG/LNG Supplier,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
Petronet LNG,PETRONET,LPG/CNG/PNG/LNG Supplier,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
NB Footwear,TITANBIO,Leather And Leather Products,,
Super Tannery,SUPERSHAKT,Leather And Leather Products,,
Anka India,ADCINDIA,Leather And Leather Products,,
Amin Tannery,RAMINFO,Leather And Leather Products,,
AKI India,AKI,Leather And Leather Products,NA,Textiles
Bhartiya Intl.,BIL,Leather And Leather Products,NA,Consumer Durables
Mayur Uniquoters,MAYURUNIQ,Leather And Leather Products,NA,Textiles
Mirza Internatio,MIRZAINT,Leather And Leather Products,NA,Consumer Durables
Superhouse Ltd,SUPERHOUSE,Leather And Leather Products,NA,Textiles
Zenith Exports,ZENITHEXPO,Leather And Leather Products,NA,Textiles
OK Play India,HAWKINCOOK,Leisure Products,,
COSCO (India),COSCO,Leisure Products,,
Olympic Cards,534190,Leisure Products,,
Archies,ARCHIES,Leisure Products,NA,Consumer Services
HDFC Life Insur.,HDFCLIFE,Life Insurance,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FINANCIAL SERVICES",Financial Services
ICICI Pru Life,ICICIPRULI,Life Insurance,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FINANCIAL SERVICES",Financial Services
Life Insurance,LICI,Life Insurance,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
Max Financial,MFSL,Life Insurance,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
SBI Life Insuran,SBILIFE,Life Insurance,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FINANCIAL SERVICES",Financial Services
Afcom Holdings,AFCOM,Logistics Solution Provider,,
Allcargo Gati,ACLGATI,Logistics Solution Provider,NA,Services
Allcargo Logist.,ALLCARGO,Logistics Solution Provider,NIFTY MICROCAP 250,Services
Blue Dart Expres,BLUEDART,Logistics Solution Provider,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Services
Container Corpn.,CONCOR,Logistics Solution Provider,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Services
Delhivery,DELHIVERY,Logistics Solution Provider,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Services
Gateway Distri,GATEWAY,Logistics Solution Provider,NIFTY MICROCAP 250,Services
Globe Intl. Car.,GICL,Logistics Solution Provider,,
Mahindra Logis.,MAHLOG,Logistics Solution Provider,NIFTY MICROCAP 250,Services
Navkar Corporat.,NAVKARCORP,Logistics Solution Provider,NA,Services
Rel. Indl. Infra,RIIL,Logistics Solution Provider,NA,Construction
Ritco Logistics,RITCO,Logistics Solution Provider,NA,Services
Sical Logistics,SICALLOG,Logistics Solution Provider,NA,Services
Sindhu Trade,SINDHUTRAD,Logistics Solution Provider,NIFTY MICROCAP 250,Services
S J Logistics (I,SJLOGISTIC,Logistics Solution Provider,,
Snowman Logistic,SNOWMAN,Logistics Solution Provider,NA,Services
Shree Vasu Logis,SVLL,Logistics Solution Provider,NA,Services
Transport Corp.,TCI,Logistics Solution Provider,NA,Services
TCI Express,TCIEXP,Logistics Solution Provider,NIFTY MICROCAP 250,Services
Tejas Cargo,TEJASCARGO,Logistics Solution Provider,,
Tiger Logistics,TIGERLOGS,Logistics Solution Provider,NA,Services
TransIndia Real,TREL,Logistics Solution Provider,NA,Realty
TVS Supply,TVSSCS,Logistics Solution Provider,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Services
VRL Logistics,VRLLOG,Logistics Solution Provider,NA,Services
Western Carriers,WCIL,Logistics Solution Provider,NA,Services
Greenhitech Ven.,544163,Lubricants,,
Arabian Petrol.,ARABIAN,Lubricants,,
Castrol India,CASTROLIND,Lubricants,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
Gandhar Oil Ref.,GANDHAR,Lubricants,NA,"Oil, Gas & Consumable fuels"
Gulf Oil Lubric.,GULFOILLUB,Lubricants,NIFTY MICROCAP 250,"Oil, Gas & Consumable fuels"
GP Petroleums,GULFPETRO,Lubricants,NA,"Oil, Gas & Consumable fuels"
Panama Petrochem,PANAMAPET,Lubricants,NA,Chemicals
Savita Oil Tech,SOTL,Lubricants,NA,"Oil, Gas & Consumable fuels"
Veedol Corporat,VEEDOL,Lubricants,NIFTY MICROCAP 250,"Oil, Gas & Consumable fuels"
Simran Farms,SIMRAN,Meat Products including Poultry,,
Ovobel Foods,OVOBELE,Meat Products including Poultry,,
HMA Agro Inds.,HMAAGRO,Meat Products including Poultry,NA,FMCG
SKM Egg Prod.,SKMEGGPROD,Meat Products including Poultry,NA,FMCG
Venky's (India),VENKEYS,Meat Products including Poultry,NIFTY MICROCAP 250,FMCG
Shalimar Prod.,512499,Media & Entertainment,,
Bluegod Enterta.,BLUEGOD,Media & Entertainment,,
Balaji Telefilms,BALAJITELE,Media & Entertainment,NA,Media Entertainment & Publication
Basilic Fly Stud,BASILIC,Media & Entertainment,,
Cinevista,CINEVISTA,Media & Entertainment,NA,Media Entertainment & Publication
Creative Eye,CREATIVEYE,Media & Entertainment,NA,Media Entertainment & Publication
Digikore Studios,DIGIKORE,Media & Entertainment,,
Ent.Network,ENIL,Media & Entertainment,NA,Media Entertainment & Publication
Gretex Industrie,GRETEX,Media & Entertainment,,
Identical Brains,IDENTICAL,Media & Entertainment,,
Inspire Films,INSPIRE,Media & Entertainment,,
Maxposure,MAXPOSURE,Media & Entertainment,,
Netwrk.18 Media,NETWORK18,Media & Entertainment,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY MEDIA",Media Entertainment & Publication
Next Mediaworks,NEXTMEDIA,Media & Entertainment,NA,Media Entertainment & Publication
Prime Focus,PFOCUS,Media & Entertainment,NA,Media Entertainment & Publication
Phantom Digital,PHANTOMFX,Media & Entertainment,,
Radaan Media.,RADAAN,Media & Entertainment,NA,Media Entertainment & Publication
Music Broadcast,RADIOCITY,Media & Entertainment,NA,Media Entertainment & Publication
Radiowalla,RADIOWALLA,Media & Entertainment,,
Saregama India,SAREGAMA,Media & Entertainment,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY MEDIA",Media Entertainment & Publication
Shemaroo Entert.,SHEMAROO,Media & Entertainment,NA,Media Entertainment & Publication
Silly Monks,SILLYMONKS,Media & Entertainment,NA,Media Entertainment & Publication
Studio LSD,STUDIOLSD,Media & Entertainment,,
Tips Music,TIPSMUSIC,Media & Entertainment,"NIFTY MICROCAP 250,NIFTY MEDIA",Media Entertainment & Publication
Shree Pacetronix,SHREEREF,Medical Equipment & Supplies,,
Choksi Asia,CHOKSILA,Medical Equipment & Supplies,,
Centenial Surgic,531380,Medical Equipment & Supplies,,
GKB Ophthalmics,533212,Medical Equipment & Supplies,,
KMS Medisurgi,540468,Medical Equipment & Supplies,,
Transpact Enter.,542765,Medical Equipment & Supplies,,
Prevest Denpro,PREVEST,Medical Equipment & Supplies,,
Hemant Surgical,543916,Medical Equipment & Supplies,,
Royal Sense,ROYAL,Medical Equipment & Supplies,,
Amkay Products,AMKAY,Medical Equipment & Supplies,,
Aprameya Enginee,APRAMEYA,Medical Equipment & Supplies,,
Vasa Denticity,DENTALKART,Medical Equipment & Supplies,,
Fischer Medical,FISCHER,Medical Equipment & Supplies,NA,Chemicals
Galaxy Medicare,GML,Medical Equipment & Supplies,,
Laxmi Dental,LAXMIDENTL,Medical Equipment & Supplies,NA,Healthcare
Vaidya Sane,MADHAVBAUG,Medical Equipment & Supplies,,
Mohini Health,MHHL,Medical Equipment & Supplies,,
Nureca,NURECA,Medical Equipment & Supplies,NA,Healthcare
OSEL Devices,OSELDEVICE,Medical Equipment & Supplies,,
Poly Medicure,POLYMED,Medical Equipment & Supplies,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500,NIFTY MIDSMALL HEALTHCARE",Healthcare
QMS Medical,QMSMEDI,Medical Equipment & Supplies,,
Tarsons Products,TARSONS,Medical Equipment & Supplies,NA,Healthcare
CreditAcc. Gram.,CREDITACC,Microfinance Institutions,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Fusion Finance,FUSION,Microfinance Institutions,NIFTY MICROCAP 250,Financial Services
Muthoot Microfin,MUTHOOTMF,Microfinance Institutions,NIFTY MICROCAP 250,Financial Services
Satin Creditcare,SATIN,Microfinance Institutions,NA,Financial Services
Spandana Sphoort,SPANDANA,Microfinance Institutions,NIFTY MICROCAP 250,Financial Services
Rajesh Power,RAJESH,Multi Utilities,,
Bengal & Assam,BENGALASM,Non Banking Financial Company (NBFC),,
Authum Invest,AIIL,Non Banking Financial Company (NBFC),NA,Financial Services
Bajaj Finance,BAJFINANCE,Non Banking Financial Company (NBFC),"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FINANCIAL SERVICES",Financial Services
Capri Global,CGCL,Non Banking Financial Company (NBFC),"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Cholaman.Inv.&Fn,CHOLAFIN,Non Banking Financial Company (NBFC),"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FINANCIAL SERVICES",Financial Services
Fedbank Financi.,FEDFINA,Non Banking Financial Company (NBFC),NA,Financial Services
Five-Star Bus.Fi,FIVESTAR,Non Banking Financial Company (NBFC),"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
HDB FINANC SER,HDBFS,Non Banking Financial Company (NBFC),NA,Financial Services
IIFL Finance,IIFL,Non Banking Financial Company (NBFC),"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Indostar Capital,INDOSTAR,Non Banking Financial Company (NBFC),NA,Financial Services
L&T Finance Ltd,LTF,Non Banking Financial Company (NBFC),"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
M & M Fin. Serv.,M&MFIN,Non Banking Financial Company (NBFC),"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
Manappuram Fin.,MANAPPURAM,Non Banking Financial Company (NBFC),"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
MAS FINANC SER,MASFIN,Non Banking Financial Company (NBFC),NA,Financial Services
Muthoot Finance,MUTHOOTFIN,Non Banking Financial Company (NBFC),"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FINANCIAL SERVICES",Financial Services
Northern ARC,NORTHARC,Non Banking Financial Company (NBFC),NA,Financial Services
Paisalo Digital,PAISALO,Non Banking Financial Company (NBFC),NIFTY MICROCAP 250,Financial Services
Piramal Enterp.,PEL,Non Banking Financial Company (NBFC),,
PTC India Fin,PFS,Non Banking Financial Company (NBFC),NA,Financial Services
Poonawalla Fin,POONAWALLA,Non Banking Financial Company (NBFC),"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
SBFC Finance,SBFC,Non Banking Financial Company (NBFC),"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
SBI Cards,SBICARD,Non Banking Financial Company (NBFC),"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FINANCIAL SERVICES",Financial Services
Shriram Finance,SHRIRAMFIN,Non Banking Financial Company (NBFC),"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FINANCIAL SERVICES",Financial Services
Sundaram Finance,SUNDARMFIN,Non Banking Financial Company (NBFC),"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
Ugro Capital,UGROCAP,Non Banking Financial Company (NBFC),NA,Financial Services
Aakash Explor.,AAKASH,Offshore Support Solution Drilling,NA,"Oil, Gas & Consumable fuels"
Aban Offshore,ABAN,Offshore Support Solution Drilling,NA,"Oil, Gas & Consumable fuels"
Alphageo (India),ALPHAGEO,Offshore Support Solution Drilling,NA,"Oil, Gas & Consumable fuels"
Dolphin Offshore,DOLPHIN,Offshore Support Solution Drilling,NA,"Oil, Gas & Consumable fuels"
Jindal Drilling,JINDRILL,Offshore Support Solution Drilling,NA,"Oil, Gas & Consumable fuels"
DHP India,ADCINDIA,Oil Equipment & Services,,
Duke Offshore,DUKEOFS,Oil Equipment & Services,,
Asian Energy,ASIANENE,Oil Equipment & Services,NA,"Oil, Gas & Consumable fuels"
Deep Industries,DEEPINDS,Oil Equipment & Services,NA,"Oil, Gas & Consumable fuels"
Oil Country,OILCOUNTUB,Oil Equipment & Services,NA,"Oil, Gas & Consumable fuels"
Guj.Nat.Resour.,513536,Oil Exploration & Production,,
Antelopus Selan,ANTELOPUS,Oil Exploration & Production,NA,"Oil, Gas & Consumable fuels"
Hind.Oil Explor.,HINDOILEXP,Oil Exploration & Production,NIFTY MICROCAP 250,"Oil, Gas & Consumable fuels"
Oil India,OIL,Oil Exploration & Production,"NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
O N G C,ONGC,Oil Exploration & Production,"NIFTY 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY ENERGY,NIFTY OIL & GAS","Oil, Gas & Consumable fuels"
Prabha Energy,PRABHA,Oil Exploration & Production,NA,"Oil, Gas & Consumable fuels"
Repono,REPONO,Oil Storage & Transportation,,
Aegis Vopak Term,AEGISVOPAK,Oil Storage & Transportation,NA,"Oil, Gas & Consumable fuels"
Ganesh Benzopl.,GANESHBE,Oil Storage & Transportation,NA,Chemicals
Modi Naturals,MODIS,Other Agricultural Products,,
JK Agri Genetics,JKAGRI,Other Agricultural Products,,
Prime Fresh,PRIMEFRESH,Other Agricultural Products,,
Sayaji Industr,SAYAJIHOTL,Other Agricultural Products,,
Tierra Agrotech,TIERRA,Other Agricultural Products,,
Aelea Commoditi.,544213,Other Agricultural Products,,
AVT Natural Prod,AVTNPL,Other Agricultural Products,NA,FMCG
Bombay Super Hyb,BSHSL,Other Agricultural Products,NA,FMCG
Chamanlal Setia,CLSEL,Other Agricultural Products,NA,FMCG
Guj. Ambuja Exp,GAEL,Other Agricultural Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
GRM Overseas,GRMOVER,Other Agricultural Products,NA,FMCG
Gulshan Polyols,GULPOLY,Other Agricultural Products,NA,Chemicals
Indo US Bio-Tech,INDOUS,Other Agricultural Products,NA,FMCG
KCK Industries,KCK,Other Agricultural Products,,
KRBL,KRBL,Other Agricultural Products,NIFTY MICROCAP 250,FMCG
Kaveri Seed Co.,KSCL,Other Agricultural Products,NIFTY MICROCAP 250,FMCG
L T Foods,LTFOODS,Other Agricultural Products,NIFTY MICROCAP 250,FMCG
Mangalam Global,MGEL,Other Agricultural Products,NA,FMCG
Nath Bio-Genes,NATHBIOGEN,Other Agricultural Products,NA,FMCG
Regaal Resources,REGAAL,Other Agricultural Products,NA,FMCG
Sanstar,SANSTAR,Other Agricultural Products,NA,FMCG
Sarveshwar Foods,SARVESHWAR,Other Agricultural Products,NA,FMCG
Sawaliya Food,SAWALIYA,Other Agricultural Products,,
Sukhjit Starch,SUKHJITS,Other Agricultural Products,NA,FMCG
Upsurge Seeds,USASEEDS,Other Agricultural Products,,
AU Small Finance,AUBANK,Other Bank,"NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY BANK",Financial Services
Capital Small,CAPITALSFB,Other Bank,NA,Financial Services
Equitas Sma. Fin,EQUITASBNK,Other Bank,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
ESAF Small Fin,ESAFSFB,Other Bank,NIFTY MICROCAP 250,Financial Services
Fino Payments,FINOPB,Other Bank,NA,Financial Services
Jana Small Finan,JSFB,Other Bank,NIFTY MICROCAP 250,Financial Services
Suryoday Small,SURYODAY,Other Bank,NA,Financial Services
Ujjivan Small,UJJIVANSFB,Other Bank,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Financial Services
Utkarsh Small F.,UTKARSHBNK,Other Bank,NIFTY MICROCAP 250,Financial Services
Orient Beverages,507690,Other Beverages,,
Transglobe Foods,ANJANIFOODS,Other Beverages,,
ANS Industries,SANSTAR,Other Beverages,NA,FMCG
Valencia Nutrit.,VALENCIA,Other Beverages,,
Varun Beverages,VBL,Other Beverages,"NIFTY NEXT 50,NIFTY 100,NIFTY 200,NIFTY LARGEMIDCAP 250,NIFTY 500,NIFTY FMCG",FMCG
21st Cent. Mgmt.,21STCENMGM,Other Capital Market related Services,NA,Financial Services
Quest Capital,QUESTCAP,Other Capital Market related Services,,
Mefcom Capital,MEFCOMCAP,Other Capital Market related Services,,
Interactive Fin,HARAFIN,Other Capital Market related Services,,
Gretex Corporate,GCSL,Other Capital Market related Services,NA,Financial Services
Lerthai Finance,LERTHAI,Other Construction Materials,,
Triveni Glass,TRIVENIGQ,Other Construction Materials,,
Sashwat Technoc,506313,Other Construction Materials,,
Nidhi Granites,512103,Other Construction Materials,,
Glittek Granites,GLITTEKG,Other Construction Materials,,
Solid Stone Co,ELITECON,Other Construction Materials,,
Jai Mata Glass,JAIMATAG,Other Construction Materials,,
Ravi Leela Gran,GRANDOAK,Other Construction Materials,,
Divyashakti,526315,Other Construction Materials,,
Midwest Gold,MIDWEST,Other Construction Materials,,
Neelkanth Rock,NEELKANTH,Other Construction Materials,,
Inani Marbles,INANI,Other Construction Materials,,
Associated Cera.,ASSOCIATED,Other Construction Materials,,
Mayur Floorings,MAYUR,Other Construction Materials,,
Marble City,CITYSQUARE,Other Construction Materials,,
Milestone Global,SVGLOBAL,Other Construction Materials,,
Jain Marmo Inds,JAINMARMO,Other Construction Materials,,
Shiva Granito,SHIVACEM,Other Construction Materials,,
Arisinfra Solu.,ARISINFRA,Other Construction Materials,NA,Construction
Everest Inds.,EVERESTIND,Other Construction Materials,NA,Construction
MCON Rasayan,MCON,Other Construction Materials,,
Ramco Inds.,RAMCOIND,Other Construction Materials,NA,Construction
Sahyadri Industr,SAHYADRI,Other Construction Materials,NA,Construction
Vishnusurya Pro.,VISHNUINFR,Other Construction Materials,,
Exhicon Events,EXHICON,Other Consumer Services,,
Mach Conferences,MACH,Other Consumer Services,,
NIS Management,NISUS,Other Consumer Services,,
Blue Pebble,BLUEPEBBLE,Other Consumer Services,,
E Factor Experie,EFACTOR,Other Consumer Services,,
Party Cruisers,PARTYCRUS,Other Consumer Services,,
SIS,SIS,Other Consumer Services,NA,Diversified
Thinking Hats,THESL,Other Consumer Services,,
Touchwood Enter.,TOUCHWOOD,Other Consumer Services,NA,Media Entertainment & Publication
RIR Power Electr,ORIRAIL,Other Electrical Equipment,,
Spel Semiconduct,SPELS,Other Electrical Equipment,,
Marsons,MARSONS,Other Electrical Equipment,,
Shilchar Tech.,531201,Other Electrical Equipment,,
Yash Highvoltage,YASHHV,Other Electrical Equipment,,
Alpex Solar,ALPEXSOLAR,Other Electrical Equipment,,
Apar Inds.,APARINDS,Other Electrical Equipment,"NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
Avalon Tech,AVALON,Other Electrical Equipment,NIFTY MICROCAP 250,Capital Goods
Bharat Bijlee,BBL,Other Electrical Equipment,NIFTY MICROCAP 250,Capital Goods
Diamond Power,DIACABS,Other Electrical Equipment,NA,Capital Goods
Genus Power,GENUSPOWER,Other Electrical Equipment,NA,Capital Goods
Mangal Electrica,MEIL,Other Electrical Equipment,NA,Capital Goods
Oriana Power Ltd,ORIANA,Other Electrical Equipment,,
Premier Energies,PREMIERENE,Other Electrical Equipment,NA,Capital Goods
Prostarm Info,PROSTARM,Other Electrical Equipment,NA,Capital Goods
Ram Ratna Wires,RAMRAT,Other Electrical Equipment,NA,Capital Goods
Ravindra Energy,RELTD,Other Electrical Equipment,NA,Power
Rishabh Instrum.,RISHABH,Other Electrical Equipment,NA,Capital Goods
Saatvik Green,SAATVIKGL,Other Electrical Equipment,NA,Capital Goods
Salzer Electron.,SALZERELEC,Other Electrical Equipment,NA,Capital Goods
Servotech Renew,SERVOTECH,Other Electrical Equipment,NA,Capital Goods
Vikram Solar,VIKRAMSOLR,Other Electrical Equipment,NA,Power
Waaree Energies,WAAREEENER,Other Electrical Equipment,NA,Capital Goods
Waaree Renewab.,WAAREERTL,Other Electrical Equipment,NA,Power
Websol Energy,WEBELSOLAR,Other Electrical Equipment,NA,Capital Goods
RRPSemiconductor,ICON,Other Financial Services,,
Algoquant Fin,ALGOQUANT,Other Financial Services,,
LKP Finance,LKPFIN,Other Financial Services,,
Thacker & Co.,THACKER,Other Financial Services,,
Iconik Sports,ICON,Other Financial Services,,
Yash Trad.& Fin.,YASHHV,Other Financial Services,,
Arunjyoti Bio,3BBLACKBIO,Other Financial Services,,
Available Fin.,531310,Other Financial Services,,
Jhaveri Credits,531550,Other Financial Services,,
Alacrity Sec.,535916,Other Financial Services,,
Paul Merchants,539113,Other Financial Services,,
Gamco Ltd,ISTLTD,Other Financial Services,,
Regency Fincorp,REGENCY,Other Financial Services,,
Escorp Asset Mgt,ESCORP,Other Financial Services,,
Colab Platforms,COLAB,Other Financial Services,,
Akiko,AKIKO,Other Financial Services,,
Centrum Capital,CENTRUM,Other Financial Services,NA,Financial Services
CRISIL,CRISIL,Other Financial Services,"NIFTY MIDCAP 150,NIFTY MIDSMALLCAP 400,NIFTY LARGEMIDCAP 250,NIFTY 500",Financial Services
Delphi World,DELPHIFX,Other Financial Services,NA,Financial Services
Dhani Services,DHANI,Other Financial Services,NIFTY MICROCAP 250,Financial Services
NDL Ventures,NDLVENTURE,Other Financial Services,NA,Realty
Prime Securities,PRIMESECU,Other Financial Services,NA,Financial Services
RNFI Services,RNFI,Other Financial Services,,
The Invest.Trust,THEINVEST,Other Financial Services,NA,Financial Services
Wealth First Por,WEALTH,Other Financial Services,NA,Financial Services
Kore Foods,KORE,Other Food Products,,
Apis India,ADCINDIA,Other Food Products,,
Kothari Ferment.,507474,Other Food Products,,
Kovil. Lak. Rol.,507598,Other Food Products,,
Tirupati Starch,524582,Other Food Products,,
IEL,SUNSHIEL,Other Food Products,,
Nutricircle,NUTRICIRCLE,Other Food Products,,
Vistar Amar,VISTARAMAR,Other Food Products,,
Wardwizard Foods,ANJANIFOODS,Other Food Products,,
Oceanic Foods,ANJANIFOODS,Other Food Products,,
Leo Dryfruits,544329,Other Food Products,,
Chemkart India,ADCINDIA,Other Food Products,,
EID Parry,EIDPARRY,Other Food Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",FMCG
Freshara Agro,FRESHARA,Other Food Products,,
Goyal Salt,GOYALSALT,Other Food Products,,
Hoac Foods,HOACFOODS,Other Food Products,,
Jeyyam Global,JEYYAM,Other Food Products,,
Krishival Foods,KRISHIVAL,Other Food Products,NA,FMCG
Madhusudan Masa,MADHUSUDAN,Other Food Products,,
Manorama Indust.,MANORAMA,Other Food Products,NA,FMCG
Megastar Foods,MEGASTAR,Other Food Products,NA,FMCG
Proventus Agro.,PROV,Other Food Products,,
Shivashrit Foods,SHIVASHRIT,Other Food Products,,
Shri Ahimsa,SHRIAHIMSA,Other Food Products,,
Srivari Spices &,SSFL,Other Food Products,,
Simplex Castings,SIMPLEXCAS,Other Industrial Products,,
Expo Engineering,EXPOEAPL,Other Industrial Products,,
Oriental Rail,ORIRAIL,Other Industrial Products,,
Sealmatic India,ADCINDIA,Other Industrial Products,,
Quest Flow,QUESTFLOW,Other Industrial Products,,
Siyaram Recycli.,SIYARAM,Other Industrial Products,,
Ador Welding,ADOR,Other Industrial Products,NA,Capital Goods
Creative Graphic,CGRAPHICS,Other Industrial Products,,
Diffusion Eng,DIFFNKG,Other Industrial Products,NA,Capital Goods
Envirotech Sys.,ENVIRO,Other Industrial Products,,
Esab India,ESABINDIA,Other Industrial Products,NA,Capital Goods
Harsha Engg Intl,HARSHA,Other Industrial Products,NIFTY MICROCAP 250,Capital Goods
HBL Engineering,HBLENGINE,Other Industrial Products,"NIFTY SMALLCAP 100,NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
Inox India,INOXINDIA,Other Industrial Products,"NIFTY SMALLCAP 250,NIFTY MIDSMALLCAP 400,NIFTY 500",Capital Goods
Kirloskar Indus.,KIRLOSIND,Other Industrial Products,NA,Realty
KRN Heat Exchan,KRN,Other Industrial Products,NA,Capital Goods
