stock_name,symbol,industry,company_id,status
Jay Shree Tea,JAYSREETEA,Tea & Coffee,,failed
Mcleod Russel,MCLEODRUSS,Tea & Coffee,,failed
Norben Tea,NORBTEAEXP,Tea & Coffee,,failed
Peria Kara. Tea,PKTEA,Tea & Coffee,,failed
Rossell India,ROSSELLIND,Tea & Coffee,,failed
Tata Consumer,TATACONSUM,Tea & Coffee,,failed
United Nilgiri,UNITEDTEA,Tea & Coffee,,failed
Clenon Enterpri,CLENON,Telecom -  Equipment & Accessories,,failed
ADC India,ADCINDIA,Telecom -  Equipment & Accessories,,failed
Valiant Commun.,VALIANT,Telecom -  Equipment & Accessories,,failed
Telogica,LOGICA,Telecom -  Equipment & Accessories,,failed
Aksh Optifibre,AKSHOPTFBR,Telecom -  Equipment & Accessories,,failed
Birla Cable,BIRLACABLE,Telecom -  Equipment & Accessories,,failed
Frog Cellsat,FROG,Telecom -  Equipment & Accessories,,failed
ITI,ITI,Telecom -  Equipment & Accessories,,failed
Kavveri Defence,KAVDEFENCE,Telecom -  Equipment & Accessories,,failed
Optiemus Infra.,OPTIEMUS,Telecom -  Equipment & Accessories,,failed
Sterlite Tech.,STLTECH,Telecom -  Equipment & Accessories,,failed
Tejas Networks,TEJASNET,Telecom -  Equipment & Accessories,,failed
T N Telecom.,TNTELE,Telecom -  Equipment & Accessories,,failed
Umiya Buildcon,UMIYA-MRO,Telecom -  Equipment & Accessories,,failed
Quadrant Tele.,QUADRANT,Telecom - Cellular & Fixed line services,,failed
City Online Ser.,CITYONLINE,Telecom - Cellular & Fixed line services,,failed
Bharti Airtel,BHARTIARTL,Telecom - Cellular & Fixed line services,,failed
Bharti Hexacom,BHARTIHEXA,Telecom - Cellular & Fixed line services,,failed
Vodafone Idea,IDEA,Telecom - Cellular & Fixed line services,,failed
M T N L,MTNL,Telecom - Cellular & Fixed line services,,failed
Reliance Communi,RCOM,Telecom - Cellular & Fixed line services,,failed
Tata Comm,TATACOMM,Telecom - Cellular & Fixed line services,,failed
Tata Tele. Mah.,TTML,Telecom - Cellular & Fixed line services,,failed
Altius Telecom,ALTIUSINVIT,Telecom - Infrastructure,,failed
Bondada Engineer,BONDADA,Telecom - Infrastructure,,failed
GTL Infra.,GTLINFRA,Telecom - Infrastructure,,failed
HFCL,HFCL,Telecom - Infrastructure,,failed
Indus Towers,INDUSTOWER,Telecom - Infrastructure,,failed
Eraaya Lifespace,EBIX,2/3 Wheelers,,failed
Wardwizard Inno.,WARDINMOBI,2/3 Wheelers,,failed
Supertech EV,SEVL,2/3 Wheelers,,failed
Ather Energy,ATHERENERG,2/3 Wheelers,,failed
Bajaj Auto,BAJAJ-AUTO,2/3 Wheelers,,failed
Delta Auto.,DELTIC,2/3 Wheelers,,failed
Eicher Motors,EICHERMOT,2/3 Wheelers,,failed
Hero Motocorp,HEROMOTOCO,2/3 Wheelers,,failed
Ola Electric,OLAELEC,2/3 Wheelers,,failed
Tunwal E-Motors,TUNWAL,2/3 Wheelers,,failed
TVS Motor Co.,TVSMOTOR,2/3 Wheelers,,failed
Carborundum Uni.,CARBORUNIV,Abrasives & Bearings,,failed
Grindwell Norton,GRINDWELL,Abrasives & Bearings,,failed
NRB Indl Bearing,NIBL,Abrasives & Bearings,,failed
SKF India,SKFINDIA,Abrasives & Bearings,,failed
SKP Bearing,SKP,Abrasives & Bearings,,failed
Timken India,TIMKEN,Abrasives & Bearings,,failed
Wendt India,WENDT,Abrasives & Bearings,,failed
Vision Cinemas,RAMAVISION,Advertising & Media Agencies,,failed
Esha Media,ESHAMEDIA,Advertising & Media Agencies,,failed
Thinkink Picture,PICTUREHS,Advertising & Media Agencies,,failed
Sungold Media,ESHAMEDIA,Advertising & Media Agencies,,failed
Sharpline Broadc,SHARP,Advertising & Media Agencies,,failed
DAPS Advertising,DAPS,Advertising & Media Agencies,,failed
Bright Outdoor,BRIGHT,Advertising & Media Agencies,,failed
Innokaiz India,ADCINDIA,Advertising & Media Agencies,,failed
Toss The Coin,ATHENAGLO,Advertising & Media Agencies,,failed
Cyber Media Res.,CMRSL,Advertising & Media Agencies,,failed
Crayons Advertis,CRAYONS,Advertising & Media Agencies,,failed
Cash UR Drive,CUDML,Advertising & Media Agencies,,failed
Digicontent,DGCONTENT,Advertising & Media Agencies,,failed
Graphisads,GRAPHISAD,Advertising & Media Agencies,,failed
Pramara Promotio,PRAMARA,Advertising & Media Agencies,,failed
R K Swamy,RKSWAMY,Advertising & Media Agencies,,failed
Signpost India,SIGNPOST,Advertising & Media Agencies,,failed
Veritaas Adver.,VERITAAS,Advertising & Media Agencies,,failed
Vertoz,VERTOZ,Advertising & Media Agencies,,failed
Winpro Industrie,WINPRO,Advertising & Media Agencies,,failed
Jaykay Enter.,JAYKAY,Aerospace & Defense,,failed
Taneja Aerospace,PACE,Aerospace & Defense,,failed
Sika Interplant,SIKA,Aerospace & Defense,,failed
CFF Fluid,FLUIDOM,Aerospace & Defense,,failed
Apollo Micro Sys,APOLLO,Aerospace & Defense,,failed
Astra Microwave,ASTRAMICRO,Aerospace & Defense,,failed
Avantel,AVANTEL,Aerospace & Defense,,failed
AXISCADES Tech.,AXISCADES,Aerospace & Defense,,failed
Bharat Dynamics,BDL,Aerospace & Defense,,failed
Bharat Electron,BEL,Aerospace & Defense,,failed
C2C Advanced,C2C,Aerospace & Defense,,failed
Data Pattern,DATAPATTNS,Aerospace & Defense,,failed
DCX Systems,DCXINDIA,Aerospace & Defense,,failed
Garden Reach Sh.,GRSE,Aerospace & Defense,,failed
Hind.Aeronautics,HAL,Aerospace & Defense,,failed
Ideaforge Tech,IDEAFORGE,Aerospace & Defense,,failed
Krishna Defence,KRISHNADEF,Aerospace & Defense,,failed
Mishra Dhatu Nig,MIDHANI,Aerospace & Defense,,failed
MTAR Technologie,MTARTECH,Aerospace & Defense,,failed
NIBE,NIBE,Aerospace & Defense,,failed
Paras Defence,PARAS,Aerospace & Defense,,failed
Rossell Techsys,ROSSTECH,Aerospace & Defense,,failed
Techera Enginee.,TECHERA,Aerospace & Defense,,failed
Unimech Aero.,UNIMECH,Aerospace & Defense,,failed
Zen Technologies,ZENTEC,Aerospace & Defense,,failed
TAAL Enterprises,TAALENT,Airline,,failed
FlySBS Aviation,FLYSBS,Airline,,failed
Global Vectra,GLOBALVECT,Airline,,failed
Interglobe Aviat,INDIGO,Airline,,failed
SpiceJet,SPICEJET,Airline,,failed
Dreamfolks Servi,DREAMFOLKS,Airport & Airport services,,failed
GMR Airports,GMRAIRPORT,Airport & Airport services,,failed
MSR India,MSRINDIA,Aluminium,,failed
Golkonda Alumin.,GOLKONDA,Aluminium,,failed
Maitri Enterp.,MAITRI,Aluminium,,failed
Baroda Extrusion,BARODARY,Aluminium,,failed
PG Foils,KPGEL,Aluminium,,failed
Amco India,ADCINDIA,Aluminium,,failed
Sacheta Metals,META,Aluminium,,failed
Hind Aluminium,SHINDL,Aluminium,,failed
RCI Industries,RCIIND,Aluminium,,failed
Palco Metals Ltd,META,Aluminium,,failed
Parmeshwar Metal,META,Aluminium,,failed
Sharvaya Metals,META,Aluminium,,failed
Krupalu Metals,META,Aluminium,,failed
Sampat Aluminium,SAMPAT,Aluminium,,failed
Aluwind Infra,ALUWIND,Aluminium,,failed
ANB Metal,AMCL,Aluminium,,failed
Arfin India,ARFIN,Aluminium,,failed
Baheti Recycling,BAHETI,Aluminium,,failed
Century Extrus.,CENTEXT,Aluminium,,failed
Cubex Tubings,CUBEXTUB,Aluminium,,failed
Euro Panel,EUROBOND,Aluminium,,failed
Hindalco Inds.,HINDALCO,Aluminium,,failed
Jainik Power,JAINIK,Aluminium,,failed
Maan Aluminium,MAANALU,Aluminium,,failed
Manaksia Alumi.,MANAKALUCO,Aluminium,,failed
Madhav Copper,MCL,Aluminium,,failed
MMP Industries,MMP,Aluminium,,failed
Natl. Aluminium,NATIONALUM,Aluminium,,failed
Prec. Wires (I),PRECWIRE,Aluminium,,failed
Rajputana Indu.,RAJINDLTD,Aluminium,,failed
Rajnandini Metal,RAJMET,Aluminium,,failed
Sagardeep Alloys,SAGARDEEP,Aluminium,,failed
Shera Energy,SHERA,Aluminium,,failed
Sunlite Recycli.,SUNLITE,Aluminium,,failed
South Asian Ent.,SOUTHMG,Amusement Parks/ Other Recreation,,failed
Ajwa Fun World,AJWAFUN,Amusement Parks/ Other Recreation,,failed
Nicco Parks,NICCOPAR,Amusement Parks/ Other Recreation,,failed
Delta Corp,DELTACORP,Amusement Parks/ Other Recreation,,failed
Imagica. Enter.,IMAGICAA,Amusement Parks/ Other Recreation,,failed
Wonderla Holiday,WONDERLA,Amusement Parks/ Other Recreation,,failed
KSE,KSE,Animal Feed,,failed
Mayank Cattle Fo,FORBESCO,Animal Feed,,failed
Shivam Chemicals,SHIVAM,Animal Feed,,failed
Ajooni Biotech,AJOONI,Animal Feed,,failed
Avanti Feeds,AVANTIFEED,Animal Feed,,failed
Black Box,BBOX,IT Enabled Services,,failed
Brightcom Group,BCG,IT Enabled Services,,failed
BLS E-Services,BLSE,IT Enabled Services,,failed
Cigniti Tech.,CIGNITITEC,IT Enabled Services,,failed
Cyient,CYIENT,IT Enabled Services,,failed
Datamatics Glob.,DATAMATICS,IT Enabled Services,,failed
Digitide Solutio,DIGITIDE,IT Enabled Services,,failed
E2E Networks,E2E,IT Enabled Services,,failed
eMudhra,EMUDHRA,IT Enabled Services,,failed
Genesys Intl.,GENESYS,IT Enabled Services,,failed
Inventurus Knowl,IKS,IT Enabled Services,,failed
Ivalue Infosolut,IVALUE,IT Enabled Services,,failed
IZMO,IZMO,IT Enabled Services,,failed
L&T Technology,LTTS,IT Enabled Services,,failed
Netweb Technol.,NETWEB,IT Enabled Services,,failed
Network People,NPST,IT Enabled Services,,failed
Orient Tech.,ORIENTTECH,IT Enabled Services,,failed
Protean eGov,PROTEAN,IT Enabled Services,,failed
R Systems Intl.,RSYSTEMS,IT Enabled Services,,failed
Sagility,SAGILITY,IT Enabled Services,,failed
Sasken Technol.,SASKEN,IT Enabled Services,,failed
Tata Technolog.,TATATECH,IT Enabled Services,,failed
Zaggle Prepaid,ZAGGLE,IT Enabled Services,,failed
Natl. Oxygen,OXYGENTAPH,Industrial Gases,,failed
Gagan Gases,RAJGASES,Industrial Gases,,failed
Ellen.Indl.Gas,ELLEN,Industrial Gases,,failed
Linde India,LINDEINDIA,Industrial Gases,,failed
Refex Industries,REFEX,Industrial Gases,,failed
Stallion India,STALLION,Industrial Gases,,failed
20 Microns,20MICRONS,Industrial Minerals,,failed
Asi Industries,ASIIL,Industrial Minerals,,failed
NILE,NILE,Industrial Minerals,,failed
Kachchh Minerals,KACHCHH,Industrial Minerals,,failed
Raw Edge Indust.,RAWEDGE,Industrial Minerals,,failed
Ashapura Minech.,ASHAPURMIN,Industrial Minerals,,failed
G M D C,GMDCLTD,Industrial Minerals,,failed
Goa Carbon,GOACARBON,Industrial Minerals,,failed
Gravita India,GRAVITA,Industrial Minerals,,failed
Lloyds Metals,LLOYDSME,Industrial Minerals,,failed
MOIL,MOIL,Industrial Minerals,,failed
NMDC,NMDC,Industrial Minerals,,failed
Orissa Minerals,ORISSAMINE,Industrial Minerals,,failed
Petro Carbon,PCCL,Industrial Minerals,,failed
John Cockerill,COCKERILL,Industrial Products,,failed
WPIL,WPIL,Industrial Products,,failed
The Anup Enginee,ANUP,Industrial Products,,failed
Centum Electron,CENTUM,Industrial Products,,failed
Aditya Infotech,CPPLUS,Industrial Products,,failed
Cyient DLM,CYIENTDLM,Industrial Products,,failed
Dynamatic Tech.,DYNAMATECH,Industrial Products,,failed
GMM Pfaudler,GMMPFAUDLR,Industrial Products,,failed
HLE Glascoat,HLEGLAS,Industrial Products,,failed
Honeywell Auto,HONAUT,Industrial Products,,failed
HPL Electric,HPL,Industrial Products,,failed
Jyoti CNC Auto.,JYOTICNC,Industrial Products,,failed
Kaynes Tech,KAYNES,Industrial Products,,failed
Kennametal India,KENNAMET,Industrial Products,,failed
Lloyds Engineeri,LLOYDSENGG,Industrial Products,,failed
LMW,LMW,Industrial Products,,failed
Marine Electric.,MARINE,Industrial Products,,failed
Pennar Industrie,PENIND,Industrial Products,,failed
Pitti Engg.,PITTIENG,Industrial Products,,failed
Praj Industries,PRAJIND,Industrial Products,,failed
Standard Glass,SGLTL,Industrial Products,,failed
Shanthi Gears,SHANTIGEAR,Industrial Products,,failed
Syrma SGS Tech.,SYRMA,Industrial Products,,failed
Tega Inds.,TEGA,Industrial Products,,failed
Texmaco Rail,TEXRAIL,Industrial Products,,failed
Medi Assist Ser.,MEDIASSIST,Insurance Distributors,,failed
Adani Power,ADANIPOWER,Integrated Power Utilities,,failed
CESC,CESC,Integrated Power Utilities,,failed
India Power Corp,DPSCLTD,Integrated Power Utilities,,failed
Reliance Infra.,RELINFRA,Integrated Power Utilities,,failed
Tata Power Co.,TATAPOWER,Integrated Power Utilities,,failed
Torrent Power,TORNTPOWER,Integrated Power Utilities,,failed
Jupiter Info.,JUPITERIN,Internet & Catalogue Retail,,failed
JLA Infraville,VJLAXMIE,Internet & Catalogue Retail,,failed
Crizac,CRIZAC,Internet & Catalogue Retail,,failed
Indiamart Inter.,INDIAMART,Internet & Catalogue Retail,,failed
Just Dial,JUSTDIAL,Internet & Catalogue Retail,,failed
Matrimony.com,MATRIMONY,Internet & Catalogue Retail,,failed
Info Edg.(India),NAUKRI,Internet & Catalogue Retail,,failed
Elcid Investment,ELCIDIN,Investment Company,,failed
Worth Investment,WORTH,Investment Company,,failed
Aditya Birla Cap,ABCAPITAL,Investment Company,,failed
BEML Land Assets,BLAL,Investment Company,,failed
Chola Financial,CHOLAHLDNG,Investment Company,,failed
GKW,GKWLIMITED,Investment Company,,failed
Hexa Tradex,HEXATRADEX,Investment Company,,failed
Jindal Photo,JINDALPHOT,Investment Company,,failed
Jio Financial,JIOFIN,Investment Company,,failed
Jindal Poly Inve,JPOLYINVST,Investment Company,,failed
JSW Holdings,JSWHL,Investment Company,,failed
Kalyani Invest.,KICL,Investment Company,,failed
Mah. Scooters,MAHSCOOTER,Investment Company,,failed
Nalwa Sons Invst,NSIL,Investment Company,,failed
Oswal Green Tech,OSWALGREEN,Investment Company,,failed
PNB Gilts,PNBGILTS,Investment Company,,failed
Religare Enterp.,RELIGARE,Investment Company,,failed
Shipping Land,SCILAL,Investment Company,,failed
STEL Holdings,STEL,Investment Company,,failed
Summit Securitie,SUMMITSEC,Investment Company,,failed
Sundaram Fin.Hol,SUNDARMHLD,Investment Company,,failed
Tata Inv.Corpn.,TATAINVEST,Investment Company,,failed
TVS Holdings,TVSHLTD,Investment Company,,failed
Vardhman Hold.,VHL,Investment Company,,failed
Scan Steels,SCANSTL,Iron & Steel,,failed
KIC Metaliks,META,Iron & Steel,,failed
Ankit Met.Power,ANKITMETAL,Iron & Steel,,failed
Jai Balaji Inds.,JAIBALAJI,Iron & Steel,,failed
Jindal Steel,JINDALSTEL,Iron & Steel,,failed
Jindal Stain.,JSL,Iron & Steel,,failed
JSW Steel,JSWSTEEL,Iron & Steel,,failed
Manaksia Steels,MANAKSTEEL,Iron & Steel,,failed
Mukand,MUKANDLTD,Iron & Steel,,failed
NMDC Steel,NSLNISP,Iron & Steel,,failed
Prakash Industri,PRAKASH,Iron & Steel,,failed
S A I L,SAIL,Iron & Steel,,failed
Sarda Energy,SARDAEN,Iron & Steel,,failed
Tata Steel,TATASTEEL,Iron & Steel,,failed
APL Apollo Tubes,APLAPOLLO,Iron & Steel Products,,failed
Bansal Wire Inds,BANSALWIRE,Iron & Steel Products,,failed
Electrost.Cast.,ELECTCAST,Iron & Steel Products,,failed
Gallantt Ispat L,GALLANTT,Iron & Steel Products,,failed
Goodluck India,GOODLUCK,Iron & Steel Products,,failed
Godawari Power,GPIL,Iron & Steel Products,,failed
Hi-Tech Pipes,HITECH,Iron & Steel Products,,failed
Jayaswal Neco,JAYNECOIND,Iron & Steel Products,,failed
Jindal Saw,JINDALSAW,Iron & Steel Products,,failed
JTL Industries,JTLIND,Iron & Steel Products,,failed
Kalyani Steels,KSL,Iron & Steel Products,,failed
Mah. Seamless,MAHSEAMLES,Iron & Steel Products,,failed
Man Industries,MANINDS,Iron & Steel Products,,failed
Ratnamani Metals,RATNAMANI,Iron & Steel Products,,failed
Sambhv Steel,SAMBHV,Iron & Steel Products,,failed
Shivalik Bimetal,SBCL,Iron & Steel Products,,failed
Shyam Metalics,SHYAMMETL,Iron & Steel Products,,failed
Sunflag Iron,SUNFLAG,Iron & Steel Products,,failed
Surya Roshni,SURYAROSNI,Iron & Steel Products,,failed
Technocraf.Inds.,TIIL,Iron & Steel Products,,failed
Usha Martin,USHAMART,Iron & Steel Products,,failed
Venus Pipes,VENUSPIPES,Iron & Steel Products,,failed
Vardhman Special,VSSL,Iron & Steel Products,,failed
Welspun Corp,WELCORP,Iron & Steel Products,,failed
Ludlow Jute,LUDLOWJUT,Jute & Jute Products,,failed
AI Champ.Inds.,KOVAI,Jute & Jute Products,,failed
Bangalore Fort,FORTISMLR,Jute & Jute Products,,failed
Cheviot Company,CHEVIOT,Jute & Jute Products,,failed
Gloster Ltd,GLOSTERLTD,Jute & Jute Products,,failed
Adani Total Gas,ATGL,LPG/CNG/PNG/LNG Supplier,,failed
Confidence Petro,CONFIPET,LPG/CNG/PNG/LNG Supplier,,failed
Gujarat Gas,GUJGASLTD,LPG/CNG/PNG/LNG Supplier,,failed
Indraprastha Gas,IGL,LPG/CNG/PNG/LNG Supplier,,failed
IRM Energy,IRMENERGY,LPG/CNG/PNG/LNG Supplier,,failed
Kotyark Indust.,KOTYARK,LPG/CNG/PNG/LNG Supplier,,failed
Mahanagar Gas,MGL,LPG/CNG/PNG/LNG Supplier,,failed
Petronet LNG,PETRONET,LPG/CNG/PNG/LNG Supplier,,failed
NB Footwear,TITANBIO,Leather And Leather Products,,failed
Super Tannery,SUPERSHAKT,Leather And Leather Products,,failed
Anka India,ADCINDIA,Leather And Leather Products,,failed
Amin Tannery,RAMINFO,Leather And Leather Products,,failed
AKI India,AKI,Leather And Leather Products,,failed
Bhartiya Intl.,BIL,Leather And Leather Products,,failed
Mayur Uniquoters,MAYURUNIQ,Leather And Leather Products,,failed
Mirza Internatio,MIRZAINT,Leather And Leather Products,,failed
Superhouse Ltd,SUPERHOUSE,Leather And Leather Products,,failed
Zenith Exports,ZENITHEXPO,Leather And Leather Products,,failed
OK Play India,HAWKINCOOK,Leisure Products,,failed
COSCO (India),COSCO,Leisure Products,,failed
Archies,ARCHIES,Leisure Products,,failed
HDFC Life Insur.,HDFCLIFE,Life Insurance,,failed
ICICI Pru Life,ICICIPRULI,Life Insurance,,failed
Life Insurance,LICI,Life Insurance,,failed
Max Financial,MFSL,Life Insurance,,failed
SBI Life Insuran,SBILIFE,Life Insurance,,failed
Afcom Holdings,AFCOM,Logistics Solution Provider,,failed
Allcargo Gati,ACLGATI,Logistics Solution Provider,,failed
Allcargo Logist.,ALLCARGO,Logistics Solution Provider,,failed
Blue Dart Expres,BLUEDART,Logistics Solution Provider,,failed
Container Corpn.,CONCOR,Logistics Solution Provider,,failed
Delhivery,DELHIVERY,Logistics Solution Provider,,failed
Gateway Distri,GATEWAY,Logistics Solution Provider,,failed
Globe Intl. Car.,GICL,Logistics Solution Provider,,failed
Mahindra Logis.,MAHLOG,Logistics Solution Provider,,failed
Navkar Corporat.,NAVKARCORP,Logistics Solution Provider,,failed
Rel. Indl. Infra,RIIL,Logistics Solution Provider,,failed
Ritco Logistics,RITCO,Logistics Solution Provider,,failed
Sical Logistics,SICALLOG,Logistics Solution Provider,,failed
Sindhu Trade,SINDHUTRAD,Logistics Solution Provider,,failed
S J Logistics (I,SJLOGISTIC,Logistics Solution Provider,,failed
Snowman Logistic,SNOWMAN,Logistics Solution Provider,,failed
Shree Vasu Logis,SVLL,Logistics Solution Provider,,failed
Transport Corp.,TCI,Logistics Solution Provider,,failed
TCI Express,TCIEXP,Logistics Solution Provider,,failed
Tejas Cargo,TEJASCARGO,Logistics Solution Provider,,failed
Tiger Logistics,TIGERLOGS,Logistics Solution Provider,,failed
TransIndia Real,TREL,Logistics Solution Provider,,failed
TVS Supply,TVSSCS,Logistics Solution Provider,,failed
VRL Logistics,VRLLOG,Logistics Solution Provider,,failed
Western Carriers,WCIL,Logistics Solution Provider,,failed
Arabian Petrol.,ARABIAN,Lubricants,,failed
Castrol India,CASTROLIND,Lubricants,,failed
Gandhar Oil Ref.,GANDHAR,Lubricants,,failed
Gulf Oil Lubric.,GULFOILLUB,Lubricants,,failed
GP Petroleums,GULFPETRO,Lubricants,,failed
Panama Petrochem,PANAMAPET,Lubricants,,failed
Savita Oil Tech,SOTL,Lubricants,,failed
Veedol Corporat,VEEDOL,Lubricants,,failed
Simran Farms,SIMRAN,Meat Products including Poultry,,failed
Ovobel Foods,OVOBELE,Meat Products including Poultry,,failed
HMA Agro Inds.,HMAAGRO,Meat Products including Poultry,,failed
SKM Egg Prod.,SKMEGGPROD,Meat Products including Poultry,,failed
Venky's (India),VENKEYS,Meat Products including Poultry,,failed
Bluegod Enterta.,BLUEGOD,Media & Entertainment,,failed
Balaji Telefilms,BALAJITELE,Media & Entertainment,,failed
Basilic Fly Stud,BASILIC,Media & Entertainment,,failed
Cinevista,CINEVISTA,Media & Entertainment,,failed
Creative Eye,CREATIVEYE,Media & Entertainment,,failed
Digikore Studios,DIGIKORE,Media & Entertainment,,failed
Ent.Network,ENIL,Media & Entertainment,,failed
Gretex Industrie,GRETEX,Media & Entertainment,,failed
Identical Brains,IDENTICAL,Media & Entertainment,,failed
Inspire Films,INSPIRE,Media & Entertainment,,failed
Maxposure,MAXPOSURE,Media & Entertainment,,failed
Netwrk.18 Media,NETWORK18,Media & Entertainment,,failed
Next Mediaworks,NEXTMEDIA,Media & Entertainment,,failed
Prime Focus,PFOCUS,Media & Entertainment,,failed
Phantom Digital,PHANTOMFX,Media & Entertainment,,failed
Radaan Media.,RADAAN,Media & Entertainment,,failed
Music Broadcast,RADIOCITY,Media & Entertainment,,failed
Indifra Ltd,INDIFRA,Gas Transmission/Marketing,,failed
Timex Group,TIMEX,Gems,,failed
Asian Star Co.,SANSTAR,Gems,,failed
Khazanchi Jewell,KHAZANCHI,Gems,,failed
Bluestone Jewel,BLUESTONE,Gems,,failed
D.P. Abhushan,DPABHUSHAN,Gems,,failed
Ethos Ltd,ETHOSLTD,Gems,,failed
Foce India,FOCE,Gems,,failed
Goldiam Intl.,GOLDIAM,Gems,,failed
Kalyan Jewellers,KALYANKJIL,Gems,,failed
KDDL Ltd,KDDL,Gems,,failed
Laxmi Goldorna,LGHL,Gems,,failed
Motisons Jewel,MOTISONS,Gems,,failed
PC Jeweller,PCJEWELLER,Gems,,failed
P N Gadgil Jewe.,PNGJL,Gems,,failed
Radhika Jeweltec,RADHIKAJWE,Gems,,failed
Rajesh Exports,RAJESHEXPO,Gems,,failed
Renaiss. Global,RGL,Gems,,failed
Senco Gold,SENCO,Gems,,failed
Shanti Gold,SHANTIGOLD,Gems,,failed
Shringar House,SHRINGARMS,Gems,,failed
Sky Gold & Diam.,SKYGOLD,Gems,,failed
T B Z,TBZ,Gems,,failed
Thangamayil Jew.,THANGAMAYL,Gems,,failed
Titan Company,TITAN,Gems,,failed
Vaibhav Global,VAIBHAVGBL,Gems,,failed
General Insuranc,GICRE,General Insurance,,failed
Go Digit General,GODIGIT,General Insurance,,failed
ICICI Lombard,ICICIGI,General Insurance,,failed
New India Assura,NIACL,General Insurance,,failed
Niva Bupa Health,NIVABUPA,General Insurance,,failed
Star Health Insu,STARHEALTH,General Insurance,,failed
La Opala RG,LAOPALA,Glass - Consumer,,failed
Agarwal Fortune,AGARWAL,Glass - Industrial,,failed
Agarwal Float,AGARWALFT,Glass - Industrial,,failed
Agarwal Toughene,AGARWALTUF,Glass - Industrial,,failed
Borosil Renew.,BORORENEW,Glass - Industrial,,failed
Borosil Scienti.,BOROSCI,Glass - Industrial,,failed
Sejal Glass,SEJALLTD,Glass - Industrial,,failed
Pacific Inds,SUMEETINDS,Granites & Marbles,,failed
Royal Cush. Vin.,ROYAL,Granites & Marbles,,failed
Elegant Marbles,MARBLE,Granites & Marbles,,failed
Aro Granite Inds,AROGRANITE,Granites & Marbles,,failed
Esprit Stones,ESPRIT,Granites & Marbles,,failed
Global Surfaces,GSLSU,Granites & Marbles,,failed
Madhav Marbles,MADHAV,Granites & Marbles,,failed
Oriental Trimex,ORIENTALTL,Granites & Marbles,,failed
Pokarna,POKARNA,Granites & Marbles,,failed
Novelix Pharma.,NOVELIX,Healthcare Research,,failed
Vanta Bioscience,VANTABIO,Healthcare Research,,failed
Adeshwar Meditex,ADESHWAR,Healthcare Research,,failed
Indegene,INDGN,Healthcare Research,,failed
Suven Life Scie.,SUVEN,Healthcare Research,,failed
Syngene Intl.,SYNGENE,Healthcare Research,,failed
Take Solutions,TAKE,Healthcare Research,,failed
Vimta Labs,VIMTALABS,Healthcare Research,,failed
One Global Serv,ONEGLOBAL,Healthcare Service Provider,,failed
Family Care,FAMILYCARE,Healthcare Service Provider,,failed
Sharma E I Hosp.,ELITECON,Healthcare Service Provider,,failed
Bandaram Pharma,BPLPHARMA,Healthcare Service Provider,,failed
Medinova Diagno.,MEDINOV,Healthcare Service Provider,,failed
Choksi Laborator,CHOKSILA,Healthcare Service Provider,,failed
N G Industries,BENGALASM,Healthcare Service Provider,,failed
3B Blackbio,3BBLACKBIO,Healthcare Service Provider,,failed
Samsrita Labs,SAMSRITA,Healthcare Service Provider,,failed
Tejnaksh Health.,TEJNAKSH,Healthcare Service Provider,,failed
Aspira Pathlab,ASPIRA,Healthcare Service Provider,,failed
Deccan Healthcar,DECCAN,Healthcare Service Provider,,failed
Gian Lifecare,GIANLIFE,Healthcare Service Provider,,failed
Star Imaging,SANSTAR,Healthcare Service Provider,,failed
Chandan Healthca,CHANDAN,Healthcare Service Provider,,failed
Krsnaa Diagnost.,KRSNAA,Healthcare Service Provider,,failed
Dr Lal Pathlabs,LALPATHLAB,Healthcare Service Provider,,failed
Metropolis Healt,METROPOLIS,Healthcare Service Provider,,failed
Nidan Laborator.,NIDAN,Healthcare Service Provider,,failed
Sastasundar Ven.,SASTASUNDR,Healthcare Service Provider,,failed
Suraksha Diagno.,SURAKSHA,Healthcare Service Provider,,failed
Thyrocare Tech.,THYROCARE,Healthcare Service Provider,,failed
Vijaya Diagnost.,VIJAYA,Healthcare Service Provider,,failed
KP Green Engg.,KPGEL,Heavy Electrical Equipment,,failed
A B B,ABB,Heavy Electrical Equipment,,failed
Atlanta Electric,ATLANTAELE,Heavy Electrical Equipment,,failed
Azad Engineering,AZAD,Heavy Electrical Equipment,,failed
Bajel Projects,BAJEL,Heavy Electrical Equipment,,failed
B H E L,BHEL,Heavy Electrical Equipment,,failed
CG Power & Ind,CGPOWER,Heavy Electrical Equipment,,failed
Elecon Engg.Co,ELECON,Heavy Electrical Equipment,,failed
Siemens Ener.Ind,ENRIN,Heavy Electrical Equipment,,failed
GE Power,GVPIL,Heavy Electrical Equipment,,failed
GE Vernova T&D,GVT&D,Heavy Electrical Equipment,,failed
Inox Wind,INOXWIND,Heavy Electrical Equipment,,failed
Hitachi Energy,POWERINDIA,Heavy Electrical Equipment,,failed
Quality Power El,QPOWER,Heavy Electrical Equipment,,failed
Schneider Elect.,SCHNEIDER,Heavy Electrical Equipment,,failed
Siemens,SIEMENS,Heavy Electrical Equipment,,failed
Skipper,SKIPPER,Heavy Electrical Equipment,,failed
Suzlon Energy,SUZLON,Heavy Electrical Equipment,,failed
T R I L,TARIL,Heavy Electrical Equipment,,failed
TD Power Systems,TDPOWERSYS,Heavy Electrical Equipment,,failed
Thermax,THERMAX,Heavy Electrical Equipment,,failed
