stock_name,symbol,industry,url
K E C Intl.,KEC,Civil Construction,https://www.screener.in/company/KEC/consolidated/
Kalpataru Proj.,KPIL,Civil Construction,https://www.screener.in/company/KPIL/consolidated/
Afcons Infrastr.,AFCONS,Civil Construction,https://www.screener.in/company/AFCONS/consolidated/
Ircon Intl.,IRCON,Civil Construction,https://www.screener.in/company/IRCON/consolidated/
Techno Elec.Engg,TECHNOE,Civil Construction,https://www.screener.in/company/TECHNOE/consolidated/
Cemindia Project,CEMPRO,Civil Construction,https://www.screener.in/company/CEMPRO/consolidated/
NCC,NCC,Civil Construction,https://www.screener.in/company/NCC/consolidated/
Rites,RITES,Civil Construction,https://www.screener.in/company/RITES/consolidated/
G R Infraproject,GRINFRA,Civil Construction,https://www.screener.in/company/GRINFRA/consolidated/
Engineers India,ENGINERSIN,Civil Construction,https://www.screener.in/company/ENGINERSIN/consolidated/
Power Mech Proj.,POWERMECH,Civil Construction,https://www.screener.in/company/POWERMECH/consolidated/
Dilip Buildcon,DBL,Civil Construction,https://www.screener.in/company/DBL/consolidated/
PNC Infratech,PNCINFRA,Civil Construction,https://www.screener.in/company/PNCINFRA/consolidated/
Welspun Enterp,WELENT,Civil Construction,https://www.screener.in/company/WELENT/consolidated/
Ahluwalia Contr.,AHLUCONT,Civil Construction,https://www.screener.in/company/AHLUCONT/consolidated/
ISGEC Heavy,ISGEC,Civil Construction,https://www.screener.in/company/ISGEC/consolidated/
Shrem InvIT,SHREMINVIT,Civil Construction,https://www.screener.in/company/SHREMINVIT/consolidated/
H.G. Infra Engg.,HGINFRA,Civil Construction,https://www.screener.in/company/HGINFRA/consolidated/
Man Infra,MANINFRA,Civil Construction,https://www.screener.in/company/MANINFRA/consolidated/
Sterling & Wils.,SWSOLAR,Civil Construction,https://www.screener.in/company/SWSOLAR/consolidated/
KNR Construct.,KNRCON,Civil Construction,https://www.screener.in/company/KNRCON/consolidated/
Coal India,COALINDIA,Coal,https://www.screener.in/company/COALINDIA/consolidated/
Sandur Manganese,SANDUMA,Coal,https://www.screener.in/company/SANDUMA/consolidated/
Foundry Fuel,513579,Coal,https://www.screener.in/company/513579/
Ashok Leyland,ASHOKLEY,Commercial Vehicles,https://www.screener.in/company/ASHOKLEY/consolidated/
SML ISUZU,SMLISUZU,Commercial Vehicles,https://www.screener.in/company/SMLISUZU/
Atul Auto,ATULAUTO,Commercial Vehicles,https://www.screener.in/company/ATULAUTO/consolidated/
SRF,SRF,Commodity Chemicals,https://www.screener.in/company/SRF/consolidated/
Tata Chemicals,TATACHEM,Commodity Chemicals,https://www.screener.in/company/TATACHEM/consolidated/
Deepak Fertilis.,DEEPAKFERT,Commodity Chemicals,https://www.screener.in/company/DEEPAKFERT/consolidated/
G N F C,GNFC,Commodity Chemicals,https://www.screener.in/company/GNFC/consolidated/
Blue Pearl Agri,514440,Commodity Chemicals,https://www.screener.in/company/514440/
Chemplast Sanmar,CHEMPLASTS,Commodity Chemicals,https://www.screener.in/company/CHEMPLASTS/consolidated/
GHCL,GHCL,Commodity Chemicals,https://www.screener.in/company/GHCL/consolidated/
Tanfac Inds.,506854,Commodity Chemicals,https://www.screener.in/company/506854/
Gujarat Alkalies,GUJALKALI,Commodity Chemicals,https://www.screener.in/company/GUJALKALI/consolidated/
Grauer & Weil,GRAUWEIL,Commodity Chemicals,https://www.screener.in/company/GRAUWEIL/consolidated/
Thirumalai Chem.,TIRUMALCHM,Commodity Chemicals,https://www.screener.in/company/TIRUMALCHM/consolidated/
J.G.Chemicals,JGCHEM,Commodity Chemicals,https://www.screener.in/company/JGCHEM/consolidated/
I G Petrochems,IGPL,Commodity Chemicals,https://www.screener.in/company/IGPL/consolidated/
TGV Sraac,507753,Commodity Chemicals,https://www.screener.in/company/507753/
Amines & Plast.,AMNPLST,Commodity Chemicals,https://www.screener.in/company/AMNPLST/consolidated/
Andhra Sugars,ANDHRSUGAR,Commodity Chemicals,https://www.screener.in/company/ANDHRSUGAR/consolidated/
Sr.Rayala.Hypo,SRHHYPOLTD,Commodity Chemicals,https://www.screener.in/company/SRHHYPOLTD/
Chemfab Alka.,CHEMFAB,Commodity Chemicals,https://www.screener.in/company/CHEMFAB/consolidated/
Tuticorin Alkali,506808,Commodity Chemicals,https://www.screener.in/company/506808/
Indo Borax & Ch.,INDOBORAX,Commodity Chemicals,https://www.screener.in/company/INDOBORAX/consolidated/
Transpek Inds.,506687,Commodity Chemicals,https://www.screener.in/company/506687/consolidated/
POCL Enterprises,539195,Commodity Chemicals,https://www.screener.in/company/539195/
OCCL,OCCLLTD,Commodity Chemicals,https://www.screener.in/company/OCCLLTD/
Primo Chemicals,PRIMO,Commodity Chemicals,https://www.screener.in/company/PRIMO/consolidated/
Vikram Thermo,530477,Commodity Chemicals,https://www.screener.in/company/530477/
Cummins India,CUMMINSIND,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/CUMMINSIND/consolidated/
Kirl. Brothers,KIRLOSBROS,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/KIRLOSBROS/consolidated/
Elgi Equipments,ELGIEQUIP,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/ELGIEQUIP/consolidated/
KSB,KSB,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/KSB/consolidated/
Kirloskar Oil,KIRLOSENG,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/KIRLOSENG/consolidated/
Ingersoll-Rand,INGERRAND,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/INGERRAND/
Shakti Pumps,SHAKTIPUMP,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/SHAKTIPUMP/consolidated/
Oswal Pumps,OSWALPUMPS,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/OSWALPUMPS/consolidated/
Kirl.Pneumatic,KIRLPNU,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/KIRLPNU/
Swaraj Engines,SWARAJENG,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/SWARAJENG/
Greaves Cotton,GREAVESCOT,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/GREAVESCOT/consolidated/
Roto Pumps,ROTO,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/ROTO/consolidated/
Yuken India,YUKEN,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/YUKEN/consolidated/
Latteys Industri,LATTEYS,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/LATTEYS/
Maks Energy,MAKS,"Compressors, Pumps & Diesel Engines",https://www.screener.in/company/MAKS/
TCS,TCS,Computers - Software & Consulting,https://www.screener.in/company/TCS/consolidated/
Infosys,INFY,Computers - Software & Consulting,https://www.screener.in/company/INFY/consolidated/
HCL Technologies,HCLTECH,Computers - Software & Consulting,https://www.screener.in/company/HCLTECH/consolidated/
Wipro,WIPRO,Computers - Software & Consulting,https://www.screener.in/company/WIPRO/consolidated/
LTIMindtree,LTIM,Computers - Software & Consulting,https://www.screener.in/company/LTIM/consolidated/
Tech Mahindra,TECHM,Computers - Software & Consulting,https://www.screener.in/company/TECHM/consolidated/
Persistent Syste,PERSISTENT,Computers - Software & Consulting,https://www.screener.in/company/PERSISTENT/consolidated/
Coforge,COFORGE,Computers - Software & Consulting,https://www.screener.in/company/COFORGE/consolidated/
Mphasis,MPHASIS,Computers - Software & Consulting,https://www.screener.in/company/MPHASIS/consolidated/
Hexaware Tech.,HEXT,Computers - Software & Consulting,https://www.screener.in/company/HEXT/consolidated/
Tata Elxsi,TATAELXSI,Computers - Software & Consulting,https://www.screener.in/company/TATAELXSI/
KPIT Technologi.,KPITTECH,Computers - Software & Consulting,https://www.screener.in/company/KPITTECH/consolidated/
Zensar Tech.,ZENSARTECH,Computers - Software & Consulting,https://www.screener.in/company/ZENSARTECH/consolidated/
Intellect Design,INTELLECT,Computers - Software & Consulting,https://www.screener.in/company/INTELLECT/consolidated/
Newgen Software,NEWGEN,Computers - Software & Consulting,https://www.screener.in/company/NEWGEN/consolidated/
Sonata Software,SONATSOFTW,Computers - Software & Consulting,https://www.screener.in/company/SONATSOFTW/consolidated/
Birlasoft Ltd,BSOFT,Computers - Software & Consulting,https://www.screener.in/company/BSOFT/consolidated/
Latent View,LATENTVIEW,Computers - Software & Consulting,https://www.screener.in/company/LATENTVIEW/consolidated/
Rategain Travel,RATEGAIN,Computers - Software & Consulting,https://www.screener.in/company/RATEGAIN/consolidated/
Happiest Minds,HAPPSTMNDS,Computers - Software & Consulting,https://www.screener.in/company/HAPPSTMNDS/consolidated/
Mastek,MASTEK,Computers - Software & Consulting,https://www.screener.in/company/MASTEK/consolidated/
Aurionpro Sol.,AURIONPRO,Computers - Software & Consulting,https://www.screener.in/company/AURIONPRO/consolidated/
ASM Technologies,526433,Computers - Software & Consulting,https://www.screener.in/company/526433/consolidated/
Magellanic Cloud,MCLOUD,Computers - Software & Consulting,https://www.screener.in/company/MCLOUD/consolidated/
63 Moons Tech.,63MOONS,Computers - Software & Consulting,https://www.screener.in/company/63MOONS/consolidated/
Moschip Tech.,MOSCHIP,Computers Hardware & Equipments,https://www.screener.in/company/MOSCHIP/consolidated/
GNG Electronics,EBGNG,Computers Hardware & Equipments,https://www.screener.in/company/EBGNG/consolidated/
Bharat Global,521238,Computers Hardware & Equipments,https://www.screener.in/company/521238/
Rashi Peripheral,RPTECH,Computers Hardware & Equipments,https://www.screener.in/company/RPTECH/consolidated/
NELCO,NELCO,Computers Hardware & Equipments,https://www.screener.in/company/NELCO/consolidated/
D-Link India,DLINKINDIA,Computers Hardware & Equipments,https://www.screener.in/company/DLINKINDIA/consolidated/
Control Print,CONTROLPR,Computers Hardware & Equipments,https://www.screener.in/company/CONTROLPR/consolidated/
TVS Elec.,TVSELECT,Computers Hardware & Equipments,https://www.screener.in/company/TVSELECT/
HCL Infosystems,HCL-INSYS,Computers Hardware & Equipments,https://www.screener.in/company/HCL-INSYS/consolidated/
DC Infotech,DCI,Computers Hardware & Equipments,https://www.screener.in/company/DCI/
Esconet,ESCONET,Computers Hardware & Equipments,https://www.screener.in/company/ESCONET/
B C C Fuba India,517246,Computers Hardware & Equipments,https://www.screener.in/company/517246/
Vintron Info.,517393,Computers Hardware & Equipments,https://www.screener.in/company/517393/
Smartlink Hold.,SMARTLINK,Computers Hardware & Equipments,https://www.screener.in/company/SMARTLINK/consolidated/
Slone Infosys.,SLONE,Computers Hardware & Equipments,https://www.screener.in/company/SLONE/
Aztec Fluids,544177,Computers Hardware & Equipments,https://www.screener.in/company/544177/
Newjaisa Tech,NEWJAISA,Computers Hardware & Equipments,https://www.screener.in/company/NEWJAISA/
Cerebra Integr.,CEREBRAINT,Computers Hardware & Equipments,https://www.screener.in/company/CEREBRAINT/consolidated/
Richa Info,RICHA,Computers Hardware & Equipments,https://www.screener.in/company/RICHA/
Fine Line Cir.,517264,Computers Hardware & Equipments,https://www.screener.in/company/517264/
Vama Industries,512175,Computers Hardware & Equipments,https://www.screener.in/company/512175/consolidated/
Brisk Technovisi,544101,Computers Hardware & Equipments,https://www.screener.in/company/544101/
ACI Infocom,517356,Computers Hardware & Equipments,https://www.screener.in/company/517356/
Computer Point,507833,Computers Hardware & Equipments,https://www.screener.in/company/507833/
Compuage Info.,COMPINFO,Computers Hardware & Equipments,https://www.screener.in/company/COMPINFO/consolidated/
BEML Ltd,BEML,Construction Vehicles,https://www.screener.in/company/BEML/consolidated/
Action Const.Eq.,ACE,Construction Vehicles,https://www.screener.in/company/ACE/consolidated/
Ajax Engineering,AJAXENGG,Construction Vehicles,https://www.screener.in/company/AJAXENGG/
TIL,TIL,Construction Vehicles,https://www.screener.in/company/TIL/consolidated/
Brady & Morris,505690,Construction Vehicles,https://www.screener.in/company/505690/
Onesource Indus.,530805,Consulting Services,https://www.screener.in/company/530805/
IIRM Holdings,526530,Consulting Services,https://www.screener.in/company/526530/consolidated/
Qualitek Labs,544091,Consulting Services,https://www.screener.in/company/544091/consolidated/
Likhami Consult.,539927,Consulting Services,https://www.screener.in/company/539927/
Ekansh Concept,531364,Consulting Services,https://www.screener.in/company/531364/consolidated/
Monarch Surve.,544453,Consulting Services,https://www.screener.in/company/544453/
EKI Energy,543284,Consulting Services,https://www.screener.in/company/543284/consolidated/
AAA Technologies,AAATECH,Consulting Services,https://www.screener.in/company/AAATECH/
Mitcon Consult.,MITCON,Consulting Services,https://www.screener.in/company/MITCON/consolidated/
Techknowgreen,543991,Consulting Services,https://www.screener.in/company/543991/
Dhruv Consultanc,DHRUV,Consulting Services,https://www.screener.in/company/DHRUV/
IMEC Services,513295,Consulting Services,https://www.screener.in/company/513295/
Lords Mark,501261,Consulting Services,https://www.screener.in/company/501261/consolidated/
DMR Engineering,543410,Consulting Services,https://www.screener.in/company/543410/consolidated/
Artefact Project,531297,Consulting Services,https://www.screener.in/company/531297/
Manglam Infra,MIEL,Consulting Services,https://www.screener.in/company/MIEL/
Walchand People,501370,Consulting Services,https://www.screener.in/company/501370/
Invigorated Bus.,511716,Consulting Services,https://www.screener.in/company/511716/
Zodiac Vent.,503641,Consulting Services,https://www.screener.in/company/503641/consolidated/
DRA Consultants,540144,Consulting Services,https://www.screener.in/company/540144/
Jonjua Overseas,542446,Consulting Services,https://www.screener.in/company/542446/
Pro CLB,540703,Consulting Services,https://www.screener.in/company/540703/
Tradewell Hold,531203,Consulting Services,https://www.screener.in/company/531203/
Tarini Internat.,538496,Consulting Services,https://www.screener.in/company/538496/consolidated/
Getalong Enterp.,543372,Consulting Services,https://www.screener.in/company/543372/
Dixon Technolog.,DIXON,Consumer Electronics,https://www.screener.in/company/DIXON/consolidated/
Havells India,HAVELLS,Consumer Electronics,https://www.screener.in/company/HAVELLS/consolidated/
PG Electroplast,PGEL,Consumer Electronics,https://www.screener.in/company/PGEL/consolidated/
IKIO Tech,IKIO,Consumer Electronics,https://www.screener.in/company/IKIO/consolidated/
CWD,543378,Consumer Electronics,https://www.screener.in/company/543378/consolidated/
MIRC Electronics,MIRCELECTR,Consumer Electronics,https://www.screener.in/company/MIRCELECTR/
Cellecor Gadgets,CELLECOR,Consumer Electronics,https://www.screener.in/company/CELLECOR/
Focus Lighting,FOCUS,Consumer Electronics,https://www.screener.in/company/FOCUS/consolidated/
BPL,BPL,Consumer Electronics,https://www.screener.in/company/BPL/
Universus Photo,UNIVPHOTO,Consumer Electronics,https://www.screener.in/company/UNIVPHOTO/consolidated/
Veto Switchgears,VETO,Consumer Electronics,https://www.screener.in/company/VETO/consolidated/
Nitiraj Engineer,NITIRAJ,Consumer Electronics,https://www.screener.in/company/NITIRAJ/
Sonam,SONAMLTD,Consumer Electronics,https://www.screener.in/company/SONAMLTD/
Arham Tech,ARHAM,Consumer Electronics,https://www.screener.in/company/ARHAM/consolidated/
Pro FX,PROFX,Consumer Electronics,https://www.screener.in/company/PROFX/
Sharp India,523449,Consumer Electronics,https://www.screener.in/company/523449/
Calcom Vision,517236,Consumer Electronics,https://www.screener.in/company/517236/
Kundan Edifice,KEL,Consumer Electronics,https://www.screener.in/company/KEL/
Pulz Electronics,PULZ,Consumer Electronics,https://www.screener.in/company/PULZ/consolidated/
Comrade Applian.,543921,Consumer Electronics,https://www.screener.in/company/543921/
Khaitan (India),KHAITANLTD,Consumer Electronics,https://www.screener.in/company/KHAITANLTD/
VXL Instruments,517399,Consumer Electronics,https://www.screener.in/company/517399/
Hindustan Copper,HINDCOPPER,Copper,https://www.screener.in/company/HINDCOPPER/
