symbol,exchange,name,description,logoid,update_mode,type,typespecs,close,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,free_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector_tr,market,sector,AnalystRating,AnalystRating_tr,exchange_field,full_symbol
PANORAMA,BSE,PANORAMA,Panorama Studios International Ltd,panorama-studios-international,delayed_streaming_900,stock,['common'],180.1,100,5,false,0,INR,0.33426183844010826,8721,0.10737939364687306,12733496650,INR,29.491714154712778,6.1068,2.6145987363892953,0.11142061281337,Retail trade,india,Retail Trade,Neutral,Neutral,BSE,BSE:PANORAMA
TGVSL,BSE,TGVSL,TGV SRAAC Ltd,tgv-sraac-limited,delayed_streaming_900,stock,['common'],119.8,100,5,false,0,INR,2.349423323366083,84838,0.686946812188816,12534861180,INR,,,,0.854335753951303,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:TGVSL
ACGL,BSE,ACGL,Automobile Corporation of Goa Limited,automobile-of-goa,delayed_streaming_900,stock,['common'],2050,100,5,false,0,INR,-0.29425354441770296,479,0.24329540837058106,12518511752,INR,24.11424269514892,85.012,12.071124797970873,1.2159237372632,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:ACGL
BENARAS,BSE,BENARAS,Benares Hotels Limited,benares-hotels-ltd,delayed_streaming_900,stock,['common'],9534.5,100,5,false,0,INR,0.49168146629636467,533,1.5211187214611872,12334204040,INR,27.917085859715655,341.5292,22.738807195796415,0.263494890834067,Consumer services,india,Consumer Services,Neutral,Neutral,BSE,BSE:BENARAS
MMWL,BSE,MMWL,Media Matrix Worldwide Limited,media-matrix-worldwide-ltd,delayed_streaming_900,stock,['common'],11.15,100,1,false,0,INR,2.8597785977859824,32574,0.34244011976047906,12278926809,INR,356.2300319488818,0.0313,-36.63967611336032,0,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:MMWL
BLUECLOUDS,BSE,BLUECLOUDS,Blue Cloud Softech Solutions Ltd.,blue-cloud-softech-solutions-l,delayed_streaming_900,stock,['common'],27.64,100,1,false,0,INR,-1.2504465880671591,1380314,2.192535131353808,12211533180,INR,25.02716407098877,1.1044,87.09130950364221,0.0357270453733476,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:BLUECLOUDS
3BBLACKBIO,BSE,3BBLACKBIO,3B BlackBio Dx Ltd,3b-blackbio-dx-limited,delayed_streaming_900,stock,['common'],1444.05,100,5,false,0,INR,3.549532107131333,7209,1.2378728299878086,11968963163,INR,25.454606348624367,56.7304,27.46284887456919,0.286830877343946,Process industries,india,Process Industries,StrongBuy,Strong buy,BSE,BSE:3BBLACKBIO
ASTAR,BSE,ASTAR,Asian Star Co. Ltd.,asian-star-coltd,delayed_streaming_900,stock,['common'],710.1,100,5,false,0,INR,-4.040540540540538,65,1.5330188679245547,11845031776,INR,25.797053010927694,27.5264,-39.49523679733419,0.202702702702703,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:ASTAR
BAJAJST,BSE,BAJAJST,Bajaj Steel Industries Limited,bajaj-steel-industries-ltd,delayed_streaming_900,stock,['common'],572.15,100,5,false,0,INR,0.9706167828465544,12118,0.41980184299868356,11786320075,INR,21.02704133008945,27.2102,-33.21158835470007,0.176475778699374,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:BAJAJST
FEDDERSHOL,BSE,FEDDERSHOL,Fedders Holding Ltd,fedders-limited,delayed_streaming_900,stock,['common'],59.8,100,1,false,0,INR,3.192407247627255,180515,0.6531781805234467,11660465783,INR,4.842771879529976,12.3483,14.712111922412355,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:FEDDERSHOL
A1L,BSE,A1L,A-1 Limited,a-1-acid-limited,delayed_streaming_900,stock,['common'],985,100,5,false,0,INR,0.010153315057368538,13572,0.8119701583617012,11326350000,INR,332.130694271167,2.9657,94.5614380371318,0.152299725860493,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:A1L
MIIL,BSE,MIIL,Meghna Infracon Infrastructure Limited,naysaa-securities-limited,delayed_streaming_900,stock,['common'],513.65,100,5,false,0,INR,-0.8206217416489671,16793,0.40811515588963665,11250730221,INR,154.63001986874585,3.3218,58.88458411058498,0.0193087468623286,Finance,india,Finance,Neutral,Neutral,BSE,BSE:MIIL
ECORECO,BSE,ECORECO,Eco Recycling Limited,eco-recycling-ltd,delayed_streaming_900,stock,['common'],579.95,100,5,false,0,INR,-0.21507226428079834,14420,0.7682553889759018,11215270821,INR,49.04107967325678,11.8258,8.305781717938606,0,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:ECORECO
YSL,BSE,YSL,Yamuna Syndicate Ltd.,the-yamuna-syndicate-ltd,delayed_streaming_900,stock,['common'],36500,100,5,false,0,INR,1.3888888888888888,2,0.8,11065140009,INR,10.271417854982944,3553.5503,-16.59626365938354,1.38888888888889,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:YSL
INDPRUD,BSE,INDPRUD,Industrial & Prudential Investment Co. Ltd.,industrial-and-prudential-invest,delayed_streaming_900,stock,['common'],6507,100,5,false,0,INR,-1.3664991700961724,185,1.9576719576720065,11055767825,INR,17.342727421738513,375.2005,24.938105438696322,1.66738667454886,Finance,india,Finance,Neutral,Neutral,BSE,BSE:INDPRUD
AMAL,BSE,AMAL,Amal Ltd.,amal-ltd,delayed_streaming_900,stock,['common'],923.7,100,5,false,0,INR,4.372881355932209,9283,0.9435093710615117,10940956149,INR,29.85571515378748,30.9388,696.6936189936654,0.112994350282486,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:AMAL
KMCSHIL,BSE,KMCSHIL,KMC Speciality Hospitals (India) Limited,kmc-speciality-hospitals-indi,delayed_streaming_900,stock,['common'],66.91,100,1,false,0,INR,1.0877776099108611,36160,1.5049986265222712,10794595983,INR,46.52343206786261,1.4382,-18.98377647589004,0,Health services,india,Health Services,Neutral,Neutral,BSE,BSE:KMCSHIL
COSMICCRF,BSE,COSMICCRF,Cosmic CRF Ltd.,cosmic-crf-limited,delayed_streaming_900,stock,['common'],1150,100,5,false,0,INR,1.2680521310320616,5800,0.4496124031007752,10433487390.800001,INR,33.73334232889129,34.0909,90.6010287375601,0,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:COSMICCRF
SEKURITIND,BSE,SEKURITIND,Saint-Gobain Sekurit India Ltd.,saint-gobain,delayed_streaming_900,stock,['common'],113.4,100,5,false,0,INR,-0.6134969325153274,86266,2.449659950873905,10395159961,INR,26.434798825120055,4.2898,22.92747227555376,1.75284837861525,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:SEKURITIND
SAPL,BSE,SAPL,SAR Auto Products Ltd,sar-auto-products-limited,delayed_streaming_900,stock,['common'],2180,100,5,false,0,INR,0,1,0.06993006993006992,10387133200,INR,4399.596367305752,0.4955,-79.57122242836529,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:SAPL
ISTLTD,BSE,ISTLTD,IST Ltd,ist-ltd,delayed_streaming_900,stock,['common'],893,100,5,false,0,INR,2.874258395253735,2401,3.3067070651425423,10125032358,INR,6.5290855039679,136.7726,12.480334613793612,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:ISTLTD
PRAVEG,BSE,PRAVEG,Praveg Limited,praveg-limited,delayed_streaming_900,stock,['common'],394.5,100,5,false,0,INR,2.1359223300970873,20348,0.2985630881060436,10096845375,INR,102.97303646472292,3.8311,-29.565009560229438,0.258899676375405,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:PRAVEG
BMW,BSE,BMW,BMW Industries Ltd,bmw,delayed_streaming_900,stock,['common'],44.34,100,1,false,0,INR,0.1807501129688328,71499,0.47126029948846115,9962326853,INR,14.695744398780327,3.0172,-3.7022852036256895,0.971531857207411,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:BMW
JAYTEX,BSE,JAYTEX,Jaybharat Textiles & Real Estate Ltd.,jaybharat-textiles-and-real-esta,delayed_streaming_900,stock,['common'],25.92,100,1,false,0,INR,0,29,4.328358208961805,9923147871,INR,,,,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:JAYTEX
MAFATIND,BSE,MAFATIND,Mafatlal Industries Limited,mafatlal-industries-ltd,delayed_streaming_900,stock,['common'],140.35,100,5,false,0,INR,1.9614965492190255,21772,0.5544873182546333,9914781866,INR,8.944047922508284,15.692,11.133144475920687,1.45296040682891,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:MAFATIND
ORIRAIL,BSE,ORIRAIL,Oriental Rail Infrastructure Ltd.,oriental-rail-infrastructure-l,delayed_streaming_900,stock,['common'],143.8,100,5,false,0,INR,-1.4731072285028965,47631,1.1017354918846152,9787260569,INR,31.164665597503358,4.6142,-14.73816475109945,0.0685166152792052,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:ORIRAIL
SPELS,BSE,SPELS,SPEL Semiconductor Limited,spel-semiconductor-ltd,delayed_streaming_900,stock,['common'],216,100,5,false,0,INR,1.9348749410099075,82302,0.5984703382620494,9772286717,INR,,-4.9966,-41.12695946900155,0,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:SPELS
GNRL,BSE,GNRL,Gujarat Natural Resources Limited,gujarat-natural-resources-limi,delayed_streaming_900,stock,['common'],77,100,1,false,0,INR,1.9867549668874174,88159,0.5357473839783198,9694398842,INR,,-0.2198,47.25221982241421,0,Energy minerals,india,Energy Minerals,Neutral,Neutral,BSE,BSE:GNRL
FERMENTA,BSE,FERMENTA,Fermenta Biotech Ltd,fermenta-biotech-limited,delayed_streaming_900,stock,['common'],328,100,5,false,0,INR,1.0941593465865345,4558,0.17023088357223415,9548883898,INR,9.13394597605124,35.91,,0.770534751117275,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:FERMENTA
TAALENT,BSE,TAALENT,TAAL Enterprises Ltd,taal-enterprises-limited,delayed_streaming_900,stock,['common'],3100,100,5,false,0,INR,1.8329938900203728,568,0.952860258345915,9486768370,INR,18.67328142562673,166.0126,31.307294278442082,1.80671440772617,Transportation,india,Transportation,Neutral,Neutral,BSE,BSE:TAALENT
ARIHANT,BSE,ARIHANT,Arihant Foundations & Housing Limited,arihant-foundations-and-housing,delayed_streaming_900,stock,['common'],991.5,100,5,false,0,INR,4.992852226399108,5686,2.3997636532455475,9411036645,INR,19.64338781575037,50.475,110.21089806593478,0.1058929422354,Finance,india,Finance,Neutral,Neutral,BSE,BSE:ARIHANT
VEEFIN,BSE,VEEFIN,Veefin Solutions Ltd.,veefin-solutions-limited,delayed_streaming_900,stock,['common'],386.95,100,5,false,0,INR,-1.3763221613355507,18200,0.3400597907324365,9405966628.800001,INR,70.08440194160688,5.5212,69.804705520529,0,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:VEEFIN
ARYAMAN,BSE,ARYAMAN,Aryaman Financial Services Limited,aryaman-financial-services-ltd,delayed_streaming_900,stock,['common'],775,100,5,false,0,INR,1.1221294363256815,574,0.4842247342669141,9386100900,INR,24.41098651883583,31.748,80.29212002816709,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:ARYAMAN
KPL,BSE,KPL,Kwality Pharmaceuticals Ltd,kwality-pharmaceuticals-limite,delayed_streaming_900,stock,['common'],921.95,100,5,false,0,INR,1.9461491679106564,9254,0.964319953315821,9383714241,INR,22.03487052018977,41.8405,62.92712369307451,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:KPL
ZFSTEERING,BSE,ZFSTEERING,Z F Steering Gear (India) Limited,zfsteering-gear-india-ltd,delayed_streaming_900,stock,['common'],1029.95,100,5,false,0,INR,0.2823621050581852,1372,0.9601791587934775,9318732600,INR,73.58309935629524,13.9971,-69.90524638734384,0.778929944988073,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:ZFSTEERING
BEEKAY,BSE,BEEKAY,Beekay Steel Industries Ltd.,beekay-steel-industries-ltd,delayed_streaming_900,stock,['common'],476.05,100,5,false,0,INR,-1.449125349342718,160,0.09519276534983341,9212754487,INR,10.170878449403059,46.8052,-26.485056763565773,0.20701790704896,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:BEEKAY
ARL,BSE,ARL,Anand Rayons Limited,anand-rayons-limited,delayed_streaming_900,stock,['common'],435,100,5,false,0,INR,0.9280742459396751,14930,0.646998153910157,9179862331,INR,139.51698258443182,3.1179,71.02188579891396,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:ARL
LKPFIN,BSE,LKPFIN,LKP Finance Limited,lkp-finance-limited,delayed_streaming_900,stock,['common'],599.85,100,5,false,0,INR,0.4773869346733706,4938,0.5096974638990097,9170905329,INR,,-5.2895,-111.96816935315998,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:LKPFIN
VERITAS,BSE,VERITAS,Veritas (India) Limited,veritas-india-ltd,delayed_streaming_900,stock,['common'],335,100,5,false,0,INR,-1.398086828550405,7629,1.907297682442061,9108697319,INR,10.019800321830004,33.4338,-57.27233458489992,0.0147167034584253,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:VERITAS
UPHOT,BSE,UPHOT,U P Hotels Limited,uphotels-ltd,delayed_streaming_900,stock,['common'],1680,100,5,false,0,INR,0,4,0.02053388090349076,9072000160,INR,26.912208531170105,62.4252,26.81115406413972,0,Consumer services,india,Consumer Services,Neutral,Neutral,BSE,BSE:UPHOT
VADILENT,BSE,VADILENT,Vadilal Enterprises Limited,vadilal-industries-ltd,delayed_streaming_900,stock,['common'],10405,100,5,false,0,INR,-0.9047619047619048,5,0.022675736961451247,9058014393,INR,,-36.3987,-112.07691945269693,0.0142857142857143,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:VADILENT
MORGANITE,BSE,MORGANITE,Morganite Crucible (India) Limited,morgan-advanced-materials-pl,delayed_streaming_900,stock,['common'],1610,100,5,false,0,INR,-0.3866976024748647,813,0.370286026598651,9050999846,INR,35.471618298948634,45.3884,7.795819588228725,3.03170920340294,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:MORGANITE
TANAA,BSE,TANAA,Taneja Aerospace & Aviation Ltd.,taneja-aerospace-and-aviation-lt,delayed_streaming_900,stock,['common'],362,100,5,false,0,INR,2.101255112113944,9687,0.6050971328627665,9041214715,INR,50.86198417939387,7.1173,60.952057892356414,0.705119165138908,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:TANAA
MCCHRLS_B,BSE,MCCHRLS_B,Mac Charles India Ltd.,mac-charles-india-ltd,delayed_streaming_900,stock,['common'],698.85,100,5,false,0,INR,2.16358453329436,4,0.009060022650056584,8961364320,INR,,-79.2432,-32.3671788087435,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:MCCHRLS_B
GARGI,BSE,GARGI,PNGS Gargi Fashion Jewellery Ltd.,pngs-gargi-fashion-jewellery-l,delayed_streaming_900,stock,['common'],856,100,5,false,0,INR,0.4341194415112103,13500,1.1663066954643628,8923839246.9,INR,37.11250812920009,23.065,25.879354476043908,0,Retail trade,india,Retail Trade,Neutral,Neutral,BSE,BSE:GARGI
MERCURYEV,BSE,MERCURYEV,Mercury Ev-Tech Limited,mercury-ev-tech-limited,delayed_streaming_900,stock,['common'],48.06,100,1,false,0,INR,2.4515028778512167,182811,0.5889362672707733,8911636602,INR,104.27424604035583,0.4609,321.683440073193,0,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:MERCURYEV
JAGAJITIND,BSE,JAGAJITIND,Jagatjit Industries Limited,jagatjit-industries-ltd,delayed_streaming_900,stock,['common'],197.55,100,5,false,0,INR,-1.6674962667993998,22265,0.6507988471813818,8896359590,INR,,-6.2053,-5249.626556016598,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:JAGAJITIND
HAZOOR,BSE,HAZOOR,Hazoor Multi Projects Limited,hazoor-multi-projects-ltd,delayed_streaming_900,stock,['common'],38.99,100,1,false,0,INR,-0.5103342689461489,104638,0.2657078924675045,8775620750,INR,19.52135382766735,1.9973,-59.76268181635037,1.02066853789232,Finance,india,Finance,Neutral,Neutral,BSE,BSE:HAZOOR
SHREEREF,BSE,SHREEREF,Shree Refrigerations Limited,shree-refrigerations-limited,delayed_streaming_900,stock,['common'],247.4,100,5,false,0,INR,0.48740861088546594,106000,0.17382748442112167,8772206942,INR,,,,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:SHREEREF
TOTEM,BSE,TOTEM,Forbes Precision Tools and Machine Parts Limited,forbes-precision-tools-and-mac,delayed_streaming_900,stock,['common'],170.35,100,5,false,0,INR,0.6202008269344258,2638,0.33128218008288335,8734942585.9,INR,31.706590727194893,5.3727,,2.95333727111636,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:TOTEM
ENKEIWHEL,BSE,ENKEIWHEL,Enkei Wheels (India) Limited,enkei-wheels-india-ltd,delayed_streaming_900,stock,['common'],496,100,5,false,0,INR,2.3418962137625137,101,0.12113216598704726,8711532983,INR,,-8.0874,-179.70316057120894,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:ENKEIWHEL
BPLPHARMA,BSE,BPLPHARMA,Bharat Parenterals Ltd.,bharat-parenterals-limited,delayed_streaming_900,stock,['common'],1275.1,100,5,false,0,INR,1.934607082900297,699,1.080537950224146,8621156691,INR,,-9.2564,-123.48457939657185,0.0799424414421616,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:BPLPHARMA
WORTH,BSE,WORTH,Worth Investment & Trading Co Ltd,worth-investment-and-trading-co,delayed_streaming_900,stock,['common'],23,100,1,false,0,INR,-0.303424360641527,31544,0.43802837241854314,8552441190,INR,378.2894736842105,0.0608,-97.96198840210505,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:WORTH
VOITHPAPR,BSE,VOITHPAPR,Voith Paper Fabrics India Limited,voith-paper-fabrics-india-ltd,delayed_streaming_900,stock,['common'],1870.05,100,5,false,0,INR,-3.0610129075734775,926,1.7399473881999215,8473685559,INR,19.45826314152022,96.1057,14.431709396417455,0.51837644497434,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:VOITHPAPR
TUTIALKA,BSE,TUTIALKA,Tuticorin Alkali Chemicals & Fertilizers Limited,tuticorin-alkali-chemicals-and,delayed_streaming_900,stock,['common'],69.02,100,1,false,0,INR,0.11604293588627546,14997,0.6525456546994861,8399362465,INR,23.436332767402376,2.945,-58.46262341325811,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:TUTIALKA
SUNSHIEL,BSE,SUNSHIEL,Sunshield Chemicals Limited,sunshield-chemicals-ltd,delayed_streaming_900,stock,['common'],964,100,5,false,0,INR,6.548770378557613,4279,1.708164017354554,8360446323,INR,41.34038921719143,23.3186,-8.574587541559504,0.272604586902459,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:SUNSHIEL
NISUS,BSE,NISUS,Nisus Finance Services Co. Ltd.,nisus-finance-services-co-limi,delayed_streaming_900,stock,['common'],349,100,5,false,0,INR,0.1291062975182868,16400,0.5176767676767676,8322711755,INR,25.9508495371231,13.4485,,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:NISUS
SHIVACEM,BSE,SHIVACEM,Shiva Cement Ltd,shiva-cement-ltd,delayed_streaming_900,stock,['common'],28.53,100,1,false,0,INR,1.2779552715654932,73789,0.5148096106538239,8310150023,INR,,-5.1858,-58.56291086989758,0,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:SHIVACEM
AIRFLOA,BSE,AIRFLOA,Airfloa Rail Technology Limited,,delayed_streaming_900,stock,['common'],362.3,100,5,false,0,INR,5.488426262920373,881000,1.1033187226048842,8232480701.300001,INR,,,,0,Producer manufacturing,india,Producer Manufacturing,StrongBuy,Strong buy,BSE,BSE:AIRFLOA
INTEGRAEN,BSE,INTEGRAEN,Integra Engineering India Limited,integra-engineering-india-ltd,delayed_streaming_900,stock,['common'],239.8,100,5,false,0,INR,0.65057712486884,6167,0.22611029430636168,8201802420,INR,39.95002082465639,6.0025,55.32812338267262,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:INTEGRAEN
